序号,question{idx}_model_sample_size,qp,cp,bs,n_trials,n_question,准确率,平均reward,answer_tokens,total_tokens,mean_eflops,mean_memory
6110,question_36_aime_Qwen3-8B_S2,64,1,1,3,1,0.0,0.15276190333771997,1384.6666666666667,2377.0,4902002932169301.0,29500671634090.668
6111,question_36_aime_Qwen3-8B_S1,64,1,1,3,1,0.0,0.4117411405525487,2209.3333333333335,2209.3333333333335,6211119447446613.0,36993271129600.0
6112,question_36_aime_Qwen3-8B_S32,32,2,1,3,1,0.0,0.6651666721051438,980.0,42524.0,3.3430809949944064e+16,153186604322304.0
6113,question_36_aime_Qwen3-8B_S16,32,2,1,3,1,0.0,0.5735973476580801,1262.6666666666667,21097.0,2.296511011053696e+16,116562110148010.67
6114,question_36_aime_Qwen3-8B_S8,32,2,1,3,1,0.0,0.5792695988177674,1386.0,10532.666666666666,1.402768209363473e+16,74726898786389.33
6115,question_36_aime_Qwen3-8B_S4,32,2,1,3,1,0.0,0.5333309584112763,1387.3333333333333,5409.333333333333,9967372457264298.0,55364522445738.664
6116,question_36_aime_Qwen3-8B_S2,32,2,1,3,1,0.0,0.26377173661821385,1151.0,2895.6666666666665,7653492489417472.0,44903952413354.664
6117,question_36_aime_Qwen3-8B_S1,32,2,1,3,1,0.0,0.3876316831825282,1290.0,1290.0,4012830851486464.0,24009365985024.0
6118,question_36_aime_Qwen3-8B_S16,16,4,2,3,1,0.0,0.6984009581489139,1244.0,41580.0,2.498001858388173e+16,101907472775168.0
6119,question_36_aime_Qwen3-8B_S8,16,4,2,3,1,0.0,0.6265859855520811,1413.6666666666667,21373.333333333332,1.762744456828433e+16,82294058796458.67
6120,question_36_aime_Qwen3-8B_S4,16,4,2,3,1,0.0,0.6265859855520811,1413.6666666666667,10788.333333333334,1.247279532748928e+16,64636356866816.0
6121,question_36_aime_Qwen3-8B_S2,16,4,2,3,1,0.0,0.6069226815841499,1385.3333333333333,5662.333333333333,9887402893626794.0,55009441976234.664
6122,question_36_aime_Qwen3-8B_S1,16,4,2,3,1,0.0,0.42405443536571474,1303.0,2601.0,5368810504495701.0,31075782834602.668
6123,question_36_aime_Qwen3-8B_S8,8,8,2,3,1,0.0,0.6827435725333122,1576.0,20331.0,2.2446086135820544e+16,96114456665856.0
6124,question_36_aime_Qwen3-8B_S4,8,8,2,3,1,0.0,0.6370336414199669,1557.6666666666667,10050.0,1.451772276373009e+16,69681435521877.336
6125,question_36_aime_Qwen3-8B_S2,8,8,2,3,1,0.0,0.5893549246564653,1233.6666666666667,5167.666666666667,1.0045573583093078e+16,52488672828842.664
6126,question_36_aime_Qwen3-8B_S1,8,8,2,3,1,0.0,0.3712872352041415,1248.3333333333333,2515.0,6446805876102059.0,34910594920106.668
6127,question_36_aime_Qwen3-8B_S4,4,16,4,3,1,0.0,0.8436503538438312,1148.0,19295.0,1.4953575124909824e+16,60554834874880.0
6128,question_36_aime_Qwen3-8B_S2,4,16,4,3,1,0.0,0.4754591528933556,1244.6666666666667,9203.0,1.0109410905885952e+16,47533778701056.0
6129,question_36_aime_Qwen3-8B_S1,4,16,4,3,1,0.0,0.2881015604584993,1145.6666666666667,4574.0,6874991214323541.0,35939203271168.0
6130,question_36_aime_Qwen3-8B_S2,2,32,4,3,1,0.0,0.8114137743078219,1308.0,9808.0,1.2993464832840448e+16,51690454179072.0
6131,question_36_aime_Qwen3-8B_S1,2,32,4,3,1,0.0,0.7728622544739951,1251.6666666666667,5016.333333333333,8776584719332267.0,40071048800682.664
6132,question_36_aime_Qwen3-8B_S1,1,64,4,3,1,0.0,0.6550820745602485,1439.0,5727.0,1.528472787260544e+16,57562233444096.0
6133,question_36_aime_Qwen3-4B_S64,64,1,1,3,1,0.0,0.7466531816268874,955.0,95896.0,2.838132337174477e+16,99586998851584.0
6134,question_36_aime_Qwen3-4B_S32,64,1,1,3,1,0.0,0.6613558696257144,1212.3333333333333,46729.0,1.6224954456167082e+16,65828399760554.664
6135,question_36_aime_Qwen3-4B_S16,64,1,1,3,1,0.0,0.6870703434791948,1360.6666666666667,22697.666666666668,1.0748681101724842e+16,49483328787797.336
6136,question_36_aime_Qwen3-4B_S8,64,1,1,3,1,0.0,0.5854921095854763,1722.0,13440.666666666666,8571194493216939.0,42631521462101.336
6137,question_36_aime_Qwen3-4B_S4,64,1,1,3,1,0.0,0.4230475563188565,1318.0,5179.0,4154078456919722.5,22883563880277.332
6138,question_36_aime_Qwen3-4B_S2,64,1,1,3,1,0.0,0.28936444159824515,1483.3333333333333,2376.6666666666665,2640784277535573.5,15302211206997.334
6139,question_36_aime_Qwen3-4B_S1,64,1,1,3,1,0.0,0.2501123131226309,1567.6666666666667,1567.6666666666667,2203131146518528.0,13015096876032.0
6140,question_36_aime_Qwen3-4B_S32,32,2,1,3,1,0.0,0.7917249635806972,1934.0,48658.0,2.4479316607867904e+16,84762666702336.0
6141,question_36_aime_Qwen3-4B_S16,32,2,1,3,1,0.0,0.7917249635806972,1934.0,24372.333333333332,1.5586755391673514e+16,63132585920853.336
6142,question_36_aime_Qwen3-4B_S8,32,2,1,3,1,0.0,0.7443423518423975,1440.0,12336.333333333334,9812191103363754.0,45161525124949.336
6143,question_36_aime_Qwen3-4B_S4,32,2,1,3,1,0.0,0.47168627789342765,1233.6666666666667,5513.0,5715813525463893.0,28887459256320.0
6144,question_36_aime_Qwen3-4B_S2,32,2,1,3,1,0.0,0.5582691639031202,1277.3333333333333,2594.3333333333335,3412631816804181.5,18564871163221.332
6145,question_36_aime_Qwen3-4B_S1,32,2,1,3,1,0.0,0.5565355122826209,1249.3333333333333,1249.3333333333333,2197707565575509.2,12506091861845.334
6146,question_36_aime_Qwen3-4B_S16,16,4,2,3,1,0.0,0.8445397075490747,1033.0,43135.0,2.3260626893077504e+16,81892823037440.0
6147,question_36_aime_Qwen3-4B_S8,16,4,2,3,1,0.0,0.7858524855912993,1026.0,22503.666666666668,1.5442422986008234e+16,61131274296661.336
6148,question_36_aime_Qwen3-4B_S4,16,4,2,3,1,0.0,0.4611469618394368,1069.6666666666667,11026.666666666666,8242596622800725.0,36750930425173.336
6149,question_36_aime_Qwen3-4B_S2,16,4,2,3,1,0.0,0.38979327194548236,913.0,4715.0,4361296119230805.5,21421685681664.0
6150,question_36_aime_Qwen3-4B_S1,16,4,2,3,1,0.0,0.48354776518467046,1187.3333333333333,2376.3333333333335,2717233757119829.5,14826172720298.666
6151,question_36_aime_Qwen3-4B_S8,8,8,2,3,1,0.0,0.8437219014913849,1332.0,19878.0,1.2547087188900352e+16,42393725963776.0
6152,question_36_aime_Qwen3-4B_S4,8,8,2,3,1,0.0,0.7737048569370021,1135.3333333333333,9665.0,7630712298105685.0,30928628307285.332
6153,question_36_aime_Qwen3-4B_S2,8,8,2,3,1,0.0,0.746412521360877,993.0,4550.0,4530782824505515.0,20689528001536.0
6154,question_36_aime_Qwen3-4B_S1,8,8,2,3,1,0.0,0.6806300241765189,1427.6666666666667,2856.3333333333335,3934099071580330.5,19180397271210.668
6155,question_36_aime_Qwen3-4B_S4,4,16,4,3,1,0.0,0.7133195976058868,1271.0,16649.0,8711226371615744.0,31846403102720.0
6156,question_36_aime_Qwen3-4B_S2,4,16,4,3,1,0.0,0.6836921114726562,1060.3333333333333,7829.666666666667,5046975391591595.0,21863290802517.332
6157,question_36_aime_Qwen3-4B_S1,4,16,4,3,1,0.0,0.5947058186498043,798.6666666666666,3291.0,2614443920694101.5,13129932850517.334
6158,question_36_aime_Qwen3-4B_S2,2,32,4,3,1,0.0,0.4530226874775057,1260.0,9578.0,9328445330241024.0,33449387816448.0
6159,question_36_aime_Qwen3-4B_S1,2,32,4,3,1,0.0,0.4530226874775057,1260.0,5073.0,6164860980957184.0,23895751556096.0
6160,question_36_aime_Qwen3-4B_S1,1,64,4,3,1,0.0,0.643690796383152,1188.0,4738.0,6084461455236608.0,20978073360384.0
6161,question_36_aime_Qwen3-1.7B_S64,64,1,1,3,1,0.0,0.2969178650567482,688.0,26974.0,4157140581848576.0,17317843284224.0
6162,question_36_aime_Qwen3-1.7B_S32,64,1,1,3,1,0.0,0.2620960460326464,656.3333333333334,12814.666666666666,2307675379941717.5,10905811329877.334
6163,question_36_aime_Qwen3-1.7B_S16,64,1,1,3,1,0.0,0.2912146410285164,696.3333333333334,7506.333333333333,2312258000358058.5,11070845237760.0
6164,question_36_aime_Qwen3-1.7B_S8,64,1,1,3,1,0.0,0.12645250605092448,672.6666666666666,3074.6666666666665,966420398795264.0,5378137462357.333
6165,question_36_aime_Qwen3-1.7B_S4,64,1,1,3,1,0.0,0.09279569629344551,412.0,1476.6666666666667,589684355272618.6,3412791490304.0
6166,question_36_aime_Qwen3-1.7B_S2,64,1,1,3,1,0.0,0.05419355150592392,547.6666666666666,850.3333333333334,481533887934549.3,2820992190464.0
6167,question_36_aime_Qwen3-1.7B_S1,64,1,1,3,1,0.0,0.02342339180401341,809.6666666666666,809.6666666666666,716366271916885.4,3538570249984.0
6168,question_36_aime_Qwen3-1.7B_S32,32,2,1,3,1,0.0,0.729870143164851,577.0,29093.0,7696846447046400.0,21764581035008.0
6169,question_36_aime_Qwen3-1.7B_S16,32,2,1,3,1,0.0,0.6442575027546978,903.0,14718.666666666666,4899065838324224.0,17052966781013.334
6170,question_36_aime_Qwen3-1.7B_S8,32,2,1,3,1,0.0,0.4260962742478149,813.6666666666666,7213.333333333333,2925871532292949.5,12349613993472.0
6171,question_36_aime_Qwen3-1.7B_S4,32,2,1,3,1,0.0,0.5064306698833112,682.3333333333334,3205.0,1625202254384725.2,7908262310741.333
6172,question_36_aime_Qwen3-1.7B_S2,32,2,1,3,1,0.0,0.35441149864058924,775.3333333333334,1688.6666666666667,1208330371654485.2,6350258111829.333
6173,question_36_aime_Qwen3-1.7B_S1,32,2,1,3,1,0.0,0.509371680437399,761.0,761.0,661323055481685.4,3682959802368.0
6174,question_36_aime_Qwen3-1.7B_S16,16,4,2,3,1,0.0,0.7901706243607606,872.0,30334.0,7442070287805440.0,20372624487936.0
6175,question_36_aime_Qwen3-1.7B_S8,16,4,2,3,1,0.0,0.7570023166230038,959.0,15500.0,4707092468997632.0,15811552362069.334
6176,question_36_aime_Qwen3-1.7B_S4,16,4,2,3,1,0.0,0.7692131380919807,870.6666666666666,7608.333333333333,2749584021962922.5,10658751111680.0
6177,question_36_aime_Qwen3-1.7B_S2,16,4,2,3,1,0.0,0.6120522773690895,953.3333333333334,3862.6666666666665,2035105655051690.8,9340522563157.334
6178,question_36_aime_Qwen3-1.7B_S1,16,4,2,3,1,0.0,0.21138001575169604,1041.0,2073.3333333333335,1316146892415488.0,6415235042048.0
6179,question_36_aime_Qwen3-1.7B_S8,8,8,2,3,1,0.0,0.5636120795538202,1074.0,16621.0,6894737636783360.0,16985533195008.0
6180,question_36_aime_Qwen3-1.7B_S4,8,8,2,3,1,0.0,0.5636120795538202,1074.0,8395.666666666666,4219289108257365.5,13574243422805.334
6181,question_36_aime_Qwen3-1.7B_S2,8,8,2,3,1,0.0,0.411235639168263,1085.6666666666667,3921.3333333333335,2485138575545770.5,9365880913834.666
6182,question_36_aime_Qwen3-1.7B_S1,8,8,2,3,1,0.0,0.3349592859107795,1012.0,2021.3333333333333,1455398809966080.0,6471184722688.0
6183,question_36_aime_Qwen3-1.7B_S4,4,16,4,3,1,0.0,0.7666949764028409,1171.0,14770.0,5724870844261632.0,15926448181504.0
6184,question_36_aime_Qwen3-1.7B_S2,4,16,4,3,1,0.0,0.6504983227802704,982.3333333333334,7269.333333333333,3420347924329728.0,11665206675285.334
6185,question_36_aime_Qwen3-1.7B_S1,4,16,4,3,1,0.0,0.5042409155062508,975.6666666666666,3840.0,2292388606650538.5,9179253235114.666
6186,question_36_aime_Qwen3-1.7B_S2,2,32,4,3,1,0.0,0.7819666164713345,882.0,5473.0,2556431940185088.0,8152252064768.0
6187,question_36_aime_Qwen3-1.7B_S1,2,32,4,3,1,0.0,0.1506388183433073,525.0,2083.0,1235877452692736.0,4678985307136.0
6188,question_36_aime_Qwen3-1.7B_S1,1,64,4,3,1,0.0,0.4028935073992581,697.0,2784.0,2560035090086656.0,7521395329280.0
6189,question_36_aime_Qwen3-0.6B_S64,64,1,1,3,1,0.0,0.11111899920894185,521.0,20850.0,1049507539928576.0,3011334542336.0
6190,question_36_aime_Qwen3-0.6B_S32,64,1,1,3,1,0.0,0.08281968154798788,351.6666666666667,10236.333333333334,630437214824618.6,2185197731840.0
6191,question_36_aime_Qwen3-0.6B_S16,64,1,1,3,1,0.0,0.07311456608523768,431.3333333333333,5359.333333333333,423906220058282.7,1812202550101.3333
6192,question_36_aime_Qwen3-0.6B_S8,64,1,1,3,1,0.0,0.07311456608523768,431.3333333333333,2907.3333333333335,315332416627712.0,1530283243178.6667
6193,question_36_aime_Qwen3-0.6B_S4,64,1,1,3,1,0.0,0.03605484276650293,428.6666666666667,1281.0,188770811803306.66,1010150898688.0
6194,question_36_aime_Qwen3-0.6B_S2,64,1,1,3,1,0.0,0.0192238742568737,329.0,664.6666666666666,140637022647637.33,786684514474.6666
6195,question_36_aime_Qwen3-0.6B_S1,64,1,1,3,1,0.0,0.016388306602840883,327.6666666666667,327.6666666666667,96342348845056.0,549114071552.0
6196,question_36_aime_Qwen3-0.6B_S32,32,2,1,3,1,0.0,0.20038114985563302,919.0,9263.0,1158156284456960.0,3867281282048.0
6197,question_36_aime_Qwen3-0.6B_S16,32,2,1,3,1,0.0,0.15469559289693782,478.6666666666667,4849.666666666667,736160625770496.0,2831562203477.3335
6198,question_36_aime_Qwen3-0.6B_S8,32,2,1,3,1,0.0,0.13511361386701173,192.33333333333334,1889.3333333333333,323557892061866.7,1486359760213.3333
6199,question_36_aime_Qwen3-0.6B_S4,32,2,1,3,1,0.0,0.09417324960465985,621.0,1283.6666666666667,342396043774293.3,1630100785322.6667
6200,question_36_aime_Qwen3-0.6B_S2,32,2,1,3,1,0.0,0.14231493871730466,677.6666666666666,848.6666666666666,341008777413290.7,1554006059520.0
6201,question_36_aime_Qwen3-0.6B_S1,32,2,1,3,1,0.0,0.13989178703768274,454.3333333333333,454.3333333333333,200841720249002.66,974582982485.3334
6202,question_36_aime_Qwen3-0.6B_S16,16,4,2,3,1,0.0,0.1930965935312204,663.0,13149.0,1913166086055936.0,5526987342848.0
6203,question_36_aime_Qwen3-0.6B_S8,16,4,2,3,1,0.0,0.17530822381845793,589.3333333333334,6335.0,1012690903286272.0,3425937177258.6665
6204,question_36_aime_Qwen3-0.6B_S4,16,4,2,3,1,0.0,0.17530822381845793,589.3333333333334,3015.6666666666665,415401424663210.7,1739195823274.6667
6205,question_36_aime_Qwen3-0.6B_S2,16,4,2,3,1,0.0,0.10352179946498186,333.6666666666667,1161.3333333333333,245905740004522.66,1210363366400.0
6206,question_36_aime_Qwen3-0.6B_S1,16,4,2,3,1,0.0,0.050735184571777225,671.6666666666666,1346.3333333333333,555837569155072.0,2197875030016.0
6207,question_36_aime_Qwen3-0.6B_S8,8,8,2,3,1,0.0,0.5369251341201406,733.0,6803.0,1707775546030080.0,4303280939008.0
6208,question_36_aime_Qwen3-0.6B_S4,8,8,2,3,1,0.0,0.3984916775558049,676.6666666666666,3496.6666666666665,1060057527812266.6,3247465218560.0
6209,question_36_aime_Qwen3-0.6B_S2,8,8,2,3,1,0.0,0.21821544829113404,503.6666666666667,1625.0,615354684455765.4,2414515196757.3335
6210,question_36_aime_Qwen3-0.6B_S1,8,8,2,3,1,0.0,0.04144548921359146,417.6666666666667,835.6666666666666,388281086631424.0,1607512838656.0
6211,question_36_aime_Qwen3-0.6B_S4,4,16,4,3,1,0.0,0.12688795320010618,285.0,4881.0,853076967006720.0,2456631518208.0
6212,question_36_aime_Qwen3-0.6B_S2,4,16,4,3,1,0.0,0.09229104487887241,394.6666666666667,2512.6666666666665,519372181194410.7,1680732908032.0
6213,question_36_aime_Qwen3-0.6B_S1,4,16,4,3,1,0.0,0.056950366489759784,267.3333333333333,952.0,161337775182336.0,669214154240.0
6214,question_36_aime_Qwen3-0.6B_S2,2,32,4,3,1,0.0,0.30799018464373024,650.0,3924.0,1530383840875520.0,3689132723200.0
6215,question_36_aime_Qwen3-0.6B_S1,2,32,4,3,1,0.0,0.13997478593833063,450.0,1764.6666666666667,652693067810474.6,1858959318357.3333
6216,question_36_aime_Qwen3-0.6B_S1,1,64,4,3,1,0.0,0.33562290355508645,1060.0,4270.0,4803080920760320.0,7674863842816.0
6217,question_37_aime_Qwen3-32B_S64,64,1,1,3,1,1.0,0.6866854200282058,1491.0,5210.0,1.5084471256268954e+17,877036271036928.0
6218,question_37_aime_Qwen3-32B_S32,64,1,1,3,1,1.0,0.7801508075640973,1403.3333333333333,2246.0,1.1077116762878482e+17,665429538675541.4
6219,question_37_aime_Qwen3-32B_S16,64,1,1,3,1,1.0,0.6722751636762614,2080.0,4512.666666666667,8.929700218315246e+16,546110815467178.7
6220,question_37_aime_Qwen3-32B_S8,64,1,1,3,1,1.0,0.7759592885380108,1508.0,1508.0,6.277752234547644e+16,388291145803605.3
6221,question_37_aime_Qwen3-32B_S4,64,1,1,3,1,0.6666666666666666,0.687299717430628,1223.6666666666667,4470.333333333333,3.4464608822790144e+16,216338256466261.34
6222,question_37_aime_Qwen3-32B_S2,64,1,1,3,1,0.6666666666666666,0.6538358420004583,2023.6666666666667,3072.0,2.6206042584127828e+16,164431658303829.34
6223,question_37_aime_Qwen3-32B_S1,64,1,1,3,1,0.3333333333333333,0.7028069536776721,1900.6666666666667,1900.6666666666667,1.995966502302669e+16,125531545913856.0
6224,question_37_aime_Qwen3-32B_S32,32,2,1,3,1,1.0,0.767285157739478,1405.6666666666667,3620.3333333333335,1.551402729730821e+17,884386045890560.0
6225,question_37_aime_Qwen3-32B_S16,32,2,1,3,1,1.0,0.7991368770028916,1426.0,4301.0,1.0442101858804805e+17,615681270666752.0
6226,question_37_aime_Qwen3-32B_S8,32,2,1,3,1,1.0,0.8045011049987075,1609.0,4544.333333333333,8.584103680296277e+16,518473177553578.7
6227,question_37_aime_Qwen3-32B_S4,32,2,1,3,1,0.6666666666666666,0.691146557308126,1444.3333333333333,6539.333333333333,6.700472889545267e+16,414853230326272.0
6228,question_37_aime_Qwen3-32B_S2,32,2,1,3,1,0.0,0.5364217510117066,2070.3333333333335,4157.333333333333,4.89055445223081e+16,303531710139392.0
6229,question_37_aime_Qwen3-32B_S1,32,2,1,3,1,0.3333333333333333,0.630758131538096,1914.6666666666667,1914.6666666666667,2.5654339564069716e+16,160868315928064.0
6230,question_37_aime_Qwen3-32B_S16,16,4,2,3,1,1.0,0.8851794593946541,1467.6666666666667,6417.666666666667,1.124453396403625e+17,634167053289984.0
6231,question_37_aime_Qwen3-32B_S8,16,4,2,3,1,1.0,0.8161677625973714,1283.3333333333333,2550.6666666666665,8.542702309507294e+16,505578690643456.0
6232,question_37_aime_Qwen3-32B_S4,16,4,2,3,1,1.0,0.858294052369124,1568.0,4685.333333333333,6.653029757413069e+16,402497984150016.0
6233,question_37_aime_Qwen3-32B_S2,16,4,2,3,1,0.6666666666666666,0.8638482645964705,1493.0,5619.0,4.172650551142298e+16,257103245177685.34
6234,question_37_aime_Qwen3-32B_S1,16,4,2,3,1,0.3333333333333333,0.7575488727164431,1707.0,3402.0,2.628008895265331e+16,163340132219562.66
6235,question_37_aime_Qwen3-32B_S8,8,8,2,3,1,1.0,0.8691678759143979,1671.3333333333333,3346.0,7.404746283967283e+16,392992075941376.0
6236,question_37_aime_Qwen3-32B_S4,8,8,2,3,1,1.0,0.8427452937047731,1578.6666666666667,3162.0,5.387132982590703e+16,304607132986538.7
6237,question_37_aime_Qwen3-32B_S2,8,8,2,3,1,1.0,0.8688196424144641,1516.6666666666667,5122.0,3.88825078217984e+16,229709028778666.66
6238,question_37_aime_Qwen3-32B_S1,8,8,2,3,1,0.0,0.7905019571041635,1551.6666666666667,3109.6666666666665,2.6606939935887188e+16,161416565911893.34
6239,question_37_aime_Qwen3-32B_S4,4,16,4,3,1,1.0,0.883689019849233,1395.0,8253.0,7.675559044152474e+16,405069021500416.0
6240,question_37_aime_Qwen3-32B_S2,4,16,4,3,1,1.0,0.8266807101773123,1871.0,10160.333333333334,5.574615671696196e+16,311031237534720.0
6241,question_37_aime_Qwen3-32B_S1,4,16,4,3,1,1.0,0.9067232652125744,1204.3333333333333,4829.333333333333,2.711376185254946e+16,159605623154346.66
6242,question_37_aime_Qwen3-32B_S2,2,32,4,3,1,1.0,0.8672638618595866,1420.6666666666667,5677.333333333333,4.961143924969882e+16,261711431249408.0
6243,question_37_aime_Qwen3-32B_S1,2,32,4,3,1,1.0,0.8672638618595866,1420.6666666666667,5677.333333333333,3.4092324886332076e+16,191383158416896.0
6244,question_37_aime_Qwen3-32B_S1,1,64,4,3,1,0.0,0.6092946131824546,3165.0,12661.0,1.1869367875479654e+17,571651747089920.0
6245,question_37_aime_Qwen3-14B_S64,64,1,1,3,1,1.0,0.7352385373235957,1567.6666666666667,4638.333333333333,1.1400239595768755e+17,674355882828288.0
6246,question_37_aime_Qwen3-14B_S32,64,1,1,3,1,1.0,0.7499840236676206,1350.0,1719.0,8.92817942514158e+16,541675944934229.3
6247,question_37_aime_Qwen3-14B_S16,64,1,1,3,1,1.0,0.7281457915850562,1500.0,8298.333333333334,6.205129738821111e+16,382377497066666.7
6248,question_37_aime_Qwen3-14B_S8,64,1,1,3,1,1.0,0.7602726278508709,1314.3333333333333,2753.3333333333335,3.8238888236921944e+16,237179005900032.0
6249,question_37_aime_Qwen3-14B_S4,64,1,1,3,1,1.0,0.6103854362603899,1822.3333333333333,2975.3333333333335,2.8052139922613932e+16,175103401330176.0
6250,question_37_aime_Qwen3-14B_S2,64,1,1,3,1,0.6666666666666666,0.6195059540550685,1209.0,1716.3333333333333,1.466948792986641e+16,93060662901674.67
6251,question_37_aime_Qwen3-14B_S1,64,1,1,3,1,0.3333333333333333,0.1907973012859636,804.6666666666666,804.6666666666666,5273780689078272.0,33438050231637.332
6252,question_37_aime_Qwen3-14B_S32,32,2,1,3,1,1.0,0.7933909602009636,1416.6666666666667,6043.333333333333,6.023496966188262e+16,342593795542272.0
6253,question_37_aime_Qwen3-14B_S16,32,2,1,3,1,1.0,0.7103610174705984,1511.3333333333333,2710.0,4.4424204357430616e+16,262153044239701.34
6254,question_37_aime_Qwen3-14B_S8,32,2,1,3,1,1.0,0.7730909251704418,1351.3333333333333,2916.3333333333335,3.3129670549049684e+16,202079157745749.34
6255,question_37_aime_Qwen3-14B_S4,32,2,1,3,1,0.6666666666666666,0.7408110574604357,1428.3333333333333,3331.6666666666665,2.3767286068882944e+16,147431241540010.66
6256,question_37_aime_Qwen3-14B_S2,32,2,1,3,1,1.0,0.7783760498921962,1639.6666666666667,1639.6666666666667,1.4873162910428928e+16,93310153191936.0
6257,question_37_aime_Qwen3-14B_S1,32,2,1,3,1,0.6666666666666666,0.7378179046494177,1580.0,1580.0,9179523650239488.0,57016407952640.0
6258,question_37_aime_Qwen3-14B_S16,16,4,2,3,1,1.0,0.7636281681439135,1645.6666666666667,4620.0,7.707362527067571e+16,456864253708800.0
6259,question_37_aime_Qwen3-14B_S8,16,4,2,3,1,1.0,0.7760468869956787,1621.6666666666667,11512.333333333334,5.111243244491537e+16,311100555194282.7
6260,question_37_aime_Qwen3-14B_S4,16,4,2,3,1,0.6666666666666666,0.7371316495628418,1599.0,7513.0,4.020048609206127e+16,245486605350485.34
6261,question_37_aime_Qwen3-14B_S2,16,4,2,3,1,0.6666666666666666,0.6515269739601339,1202.6666666666667,2377.3333333333335,1.5577403412914262e+16,96433017328469.33
6262,question_37_aime_Qwen3-14B_S1,16,4,2,3,1,0.3333333333333333,0.7824156011103023,1518.3333333333333,2994.0,1.067789544267921e+16,67151388080469.336
6263,question_37_aime_Qwen3-14B_S8,8,8,2,3,1,1.0,0.6745080652745375,2641.0,23374.333333333332,8.140271181626394e+16,367976465634048.0
6264,question_37_aime_Qwen3-14B_S4,8,8,2,3,1,1.0,0.6316483394784569,2206.3333333333335,17282.0,5.682889441253308e+16,285436896426581.3
6265,question_37_aime_Qwen3-14B_S2,8,8,2,3,1,0.3333333333333333,0.6745080652745375,2641.0,8363.0,3.808345582257126e+16,202676390923861.34
6266,question_37_aime_Qwen3-14B_S1,8,8,2,3,1,0.3333333333333333,0.5462223192238245,2839.0,5683.333333333333,2.4070544547661396e+16,136217722632533.33
6267,question_37_aime_Qwen3-14B_S4,4,16,4,3,1,1.0,0.8934111293539523,1355.3333333333333,5468.333333333333,4.301353632272077e+16,248744019925504.0
6268,question_37_aime_Qwen3-14B_S2,4,16,4,3,1,1.0,0.8534940713451468,1452.3333333333333,5389.666666666667,2.775855292632755e+16,164663467756117.34
6269,question_37_aime_Qwen3-14B_S1,4,16,4,3,1,1.0,0.8750666708301608,1418.6666666666667,5703.666666666667,2.183839110338338e+16,129069542112256.0
6270,question_37_aime_Qwen3-14B_S2,2,32,4,3,1,1.0,0.8667659316340076,1504.0,6772.666666666667,2.66620279698752e+16,146498582931456.0
6271,question_37_aime_Qwen3-14B_S1,2,32,4,3,1,0.6666666666666666,0.7256375112317665,1244.3333333333333,4754.333333333333,1.7510231033996886e+16,97479988318464.0
6272,question_37_aime_Qwen3-14B_S1,1,64,4,3,1,0.0,0.0,0.0,0.0,9108513646926848.0,55099522588672.0
6273,question_37_aime_Qwen3-8B_S64,64,1,1,3,1,1.0,0.8638596594464385,1633.6666666666667,16993.333333333332,8.306445281591373e+16,300263833516544.0
6274,question_37_aime_Qwen3-8B_S32,64,1,1,3,1,1.0,0.7275621728186099,1945.3333333333333,11845.0,5.50930482559616e+16,242545991838634.66
6275,question_37_aime_Qwen3-8B_S16,64,1,1,3,1,1.0,0.8276767679526628,1612.3333333333333,11939.0,3.822557416842249e+16,188192301045162.66
6276,question_37_aime_Qwen3-8B_S8,64,1,1,3,1,1.0,0.8019822066727252,1713.0,12406.0,2.5867112094069676e+16,136792369697877.33
6277,question_37_aime_Qwen3-8B_S4,64,1,1,3,1,0.6666666666666666,0.8180473277067578,1714.6666666666667,4003.0,1.5012534384680192e+16,84860769694805.33
6278,question_37_aime_Qwen3-8B_S2,64,1,1,3,1,1.0,0.7927644734870216,1815.6666666666667,1815.6666666666667,8406816275847083.0,49480052456106.664
6279,question_37_aime_Qwen3-8B_S1,64,1,1,3,1,0.0,0.38533650386033497,2652.3333333333335,2652.3333333333335,7543710343023104.0,44458093827072.0
6280,question_37_aime_Qwen3-8B_S32,32,2,1,3,1,1.0,0.8320691782897652,1732.0,3906.6666666666665,6.169550729130138e+16,244551639186432.0
6281,question_37_aime_Qwen3-8B_S16,32,2,1,3,1,1.0,0.7787887380705486,1854.6666666666667,10665.666666666666,3.91988884295942e+16,180044305094912.0
6282,question_37_aime_Qwen3-8B_S8,32,2,1,3,1,0.6666666666666666,0.7249052464863119,2339.3333333333335,9715.0,2.7452266542691756e+16,136795791303253.33
6283,question_37_aime_Qwen3-8B_S4,32,2,1,3,1,0.6666666666666666,0.7786872021574435,1758.6666666666667,7457.333333333333,2.2512520502895788e+16,121312257847893.33
6284,question_37_aime_Qwen3-8B_S2,32,2,1,3,1,0.3333333333333333,0.6568459108959507,2521.0,6329.666666666667,1.6461385211094614e+16,93778118191189.33
6285,question_37_aime_Qwen3-8B_S1,32,2,1,3,1,0.3333333333333333,0.4026764143593722,3051.3333333333335,3051.3333333333335,1.016001171754863e+16,58016605677226.664
6286,question_37_aime_Qwen3-8B_S16,16,4,2,3,1,1.0,0.7838010705950692,1668.6666666666667,13710.0,5.684440975884493e+16,219149660208896.0
6287,question_37_aime_Qwen3-8B_S8,16,4,2,3,1,1.0,0.83234938529536,1772.6666666666667,12690.333333333334,3.5417116115559936e+16,160641632450304.0
