Dataset,Question_ID,Model,QP,CP,BS,Correctness,Verifier_Score,Memory_Access,Computation,EFLOPs,Total_Tokens,Effective_Length,Normalized_EFLOPS
MATH-500,98,Qwen3-4B,2,4,2,1.0,0.920158733118578,3171308097024.0,26751797019648.0,521475860155392.0,751.0,374.0,0.5090459059500777
MATH-500,98,Qwen3-4B,2,4,2,1.0,0.920158733118578,3171107655168.0,26577364477440.0,521270158683648.0,751.0,374.0,0.5090099981730104
MATH-500,98,Qwen3-4B,2,4,2,1.0,0.9101846036116104,3137219216896.0,25254884037632.0,514661081873408.0,763.0,377.0,0.5078486955222673
MATH-500,98,Qwen3-4B,1,4,2,1.0,0.920158733118578,3017919438848.0,12841891427328.0,483637323887616.0,751.0,374.0,0.5021901664891402
MATH-500,98,Qwen3-4B,1,4,2,1.0,0.920158733118578,3050226124800.0,12887128712192.0,488722404180992.0,751.0,374.0,0.5031420952896293
MATH-500,98,Qwen3-4B,1,4,2,1.0,0.920158733118578,3129093916160.0,14517867112960.0,502656518033920.0,751.0,374.0,0.5057006689846585
MATH-500,99,Qwen3-4B,16,4,2,1.0,0.8133461657049559,3058673238528.0,30491003258880.0,507644028469248.0,681.0,343.0,0.5065992689830955
MATH-500,99,Qwen3-4B,16,4,2,1.0,0.9835208926692948,3058673238528.0,30491003258880.0,507644028469248.0,818.0,414.0,0.5065992689830955
MATH-500,99,Qwen3-4B,16,4,2,1.0,0.9570046470143972,3058673238528.0,30491003258880.0,507644028469248.0,870.0,435.0,0.5065992689830955
MATH-500,99,Qwen3-4B,8,4,2,1.0,0.8133461657049559,1693113601024.0,14971221126656.0,279096942886400.0,681.0,343.0,0.4521538278820895
MATH-500,99,Qwen3-4B,8,4,2,1.0,0.9817098869438228,3044904796672.0,18573268825088.0,493578417105920.0,800.0,391.0,0.50404194197384
MATH-500,99,Qwen3-4B,8,4,2,1.0,0.951854106314624,1688129764352.0,13186850142208.0,276535093381120.0,874.0,437.0,0.4513145629649137
MATH-500,99,Qwen3-4B,4,4,2,1.0,0.8133461657049559,1510631385600.0,6547721261568.0,242206217415168.0,681.0,343.0,0.4392510554778687
MATH-500,99,Qwen3-4B,4,4,2,1.0,0.9805774553834514,2955780742656.0,11323680228864.0,472425476083200.0,832.0,396.0,0.5000554493376721
MATH-500,99,Qwen3-4B,4,4,2,1.0,0.951854106314624,1527096273920.0,6826179345920.0,245053198077440.0,874.0,437.0,0.440314607837685
MATH-500,99,Qwen3-4B,2,4,2,1.0,0.9325223524126912,3250098598400.0,7841481973248.0,514856863323648.0,902.0,450.0,0.5078833107570293
MATH-500,99,Qwen3-4B,2,4,2,1.0,0.9731883733076588,573216309760.0,2571339315200.0,91993083637760.0,726.0,373.0,0.3511443096920277
MATH-500,99,Qwen3-4B,2,4,2,1.0,0.9784078588172402,1509459941888.0,4242032837632.0,239717783772160.0,727.0,361.0,0.4383111568315551
MATH-500,99,Qwen3-4B,1,4,2,1.0,0.9817098869438228,1352773745152.0,2721709498368.0,213754413742080.0,800.0,391.0,0.4278780109260288
MATH-500,99,Qwen3-4B,1,4,2,1.0,0.9805774553834514,59443947520.0,589005998080.0,9862261811200.0,832.0,396.0,0.1479142393465081
MATH-500,99,Qwen3-4B,1,4,2,1.0,0.8133461657049559,444251062784.0,1785974230528.0,71089140024832.0,681.0,343.0,0.3276832901787776
MATH-500,0,Qwen3-14B,64,1,1,1.0,0.872457647917919,29859737772544.0,748579913669376.0,5406699006186240.0,340.0,340.0,0.7218989862098195
MATH-500,0,Qwen3-14B,64,1,1,1.0,0.2547061574627332,29859737772544.0,748579913669376.0,5406699006186240.0,304.0,304.0,0.7218989862098195
MATH-500,0,Qwen3-14B,64,1,1,1.0,0.7035282563655546,29859737772544.0,748579913669376.0,5406699006186240.0,238.0,238.0,0.7218989862098195
MATH-500,0,Qwen3-14B,32,1,1,1.0,0.9695474447501156,26550685280768.0,373668408558848.0,4515575312358656.0,227.0,227.0,0.7055071283501678
MATH-500,0,Qwen3-14B,32,1,1,1.0,0.872457647917919,25593048574208.0,388844261853440.0,4381359839429888.0,340.0,340.0,0.7027609751285594
MATH-500,0,Qwen3-14B,32,1,1,1.0,0.9695474447501156,25140592696064.0,356207699161344.0,4278140159747328.0,227.0,227.0,0.7005911740724112
MATH-500,0,Qwen3-14B,16,1,1,1.0,0.7301823643556966,25349676698112.0,242915331258368.0,4197464896163840.0,271.0,271.0,0.6988585176440631
MATH-500,0,Qwen3-14B,16,1,1,1.0,0.3110451755919919,19354374630912.0,210766328653568.0,3230048771075840.0,244.0,244.0,0.675014819375379
MATH-500,0,Qwen3-14B,16,1,1,1.0,0.872457647917919,22308451040768.0,196781439079168.0,3676899801438976.0,340.0,340.0,0.6868075185569221
MATH-500,0,Qwen3-14B,8,1,1,1.0,0.7663046162502303,25091934890240.0,151437189002496.0,4065779031879936.0,281.0,281.0,0.6959574690012065
MATH-500,0,Qwen3-14B,8,1,1,1.0,0.2547061574627332,16538531008256.0,99467716429568.0,2679478553717504.0,304.0,304.0,0.6580069098568995
MATH-500,0,Qwen3-14B,8,1,1,1.0,0.9684377016053622,19302461615616.0,110929046940928.0,3122113058977024.0,298.0,298.0,0.6719215690589794
MATH-500,0,Qwen3-14B,4,1,1,1.0,0.3110451755919919,17506367628800.0,66618330170880.0,2797611680263680.0,244.0,244.0,0.6619335293402426
MATH-500,0,Qwen3-14B,4,1,1,1.0,0.7301823643556966,16290172980480.0,63704539705856.0,2604971524660736.0,271.0,271.0,0.6554403234893562
MATH-500,0,Qwen3-14B,4,1,1,1.0,0.8805255346112437,11983580005888.0,43955413333760.0,1913393894252288.0,240.0,240.0,0.627359127618216
MATH-500,0,Qwen3-14B,2,1,1,1.0,0.9376736181066426,15828171212032.0,51841578212864.0,2521036287289856.0,495.0,495.0,0.6524595187079101
MATH-500,0,Qwen3-14B,2,1,1,1.0,0.9695474447501156,12583875341824.0,37049030752000.0,2000133584076544.0,227.0,227.0,0.6313941900956963
MATH-500,0,Qwen3-14B,2,1,1,1.0,0.9376736181066426,15744132539904.0,52709140217344.0,2508793816442368.0,495.0,495.0,0.652016475302754
MATH-500,0,Qwen3-14B,1,1,1,1.0,0.9462706093287274,15557621174272.0,33744660031232.0,2460733563217664.0,505.0,505.0,0.6502560639397492
MATH-500,0,Qwen3-14B,1,1,1,1.0,0.9555933212883988,14192588918784.0,31736012595456.0,2245779883925760.0,459.0,459.0,0.6419369423481116
MATH-500,0,Qwen3-14B,1,1,1,1.0,0.9244219724832284,9767367762176.0,21272007798784.0,1544981378698240.0,310.0,310.0,0.6078946451852366
MATH-500,1,Qwen3-14B,64,1,1,1.0,0.9517590795161732,16881202802432.0,688299988609280.0,3321767625788672.0,261.0,261.0,0.6775631450672907
MATH-500,1,Qwen3-14B,64,1,1,1.0,0.9440817563065516,16881202802432.0,688299988609280.0,3321767625788672.0,256.0,256.0,0.6775631450672907
MATH-500,1,Qwen3-14B,64,1,1,1.0,0.9523409961313886,16881202802432.0,688299988609280.0,3321767625788672.0,297.0,297.0,0.6775631450672907
MATH-500,1,Qwen3-14B,32,1,1,1.0,0.9188541081608388,15532416063232.0,349942501114368.0,2772999406978560.0,275.0,275.0,0.6611292972995952
MATH-500,1,Qwen3-14B,32,1,1,1.0,0.9261574901825592,15887678284544.0,350873919630848.0,2829351732019712.0,281.0,281.0,0.6629602866453655
MATH-500,1,Qwen3-14B,32,1,1,1.0,0.9523409961313886,16059993012480.0,344337602362624.0,2849696512309504.0,297.0,297.0,0.6636123787770416
MATH-500,1,Qwen3-14B,16,1,1,1.0,0.9261574901825592,17381255089664.0,203596590561024.0,2915072384548608.0,281.0,281.0,0.6656767313348947
MATH-500,1,Qwen3-14B,16,1,1,1.0,0.95801417748593,16135665603072.0,195231066667520.0,2712394900746752.0,302.0,302.0,0.6591181476229522
MATH-500,1,Qwen3-14B,16,1,1,1.0,0.9154707963800937,15864819427072.0,185685086999808.0,2660596917623040.0,238.0,238.0,0.6573632985070054
MATH-500,1,Qwen3-14B,8,1,1,1.0,0.9387287649819884,14194178711552.0,94224780832256.0,2308516659834368.0,253.0,253.0,0.644444540952487
MATH-500,1,Qwen3-14B,8,1,1,1.0,0.9610393581166428,12448531289344.0,90699617050880.0,2032670498188544.0,277.0,277.0,0.6328628063020463
MATH-500,1,Qwen3-14B,8,1,1,1.0,0.9635029138518691,13247930478592.0,93594371810304.0,2160271526470656.0,270.0,270.0,0.638403945972592
MATH-500,1,Qwen3-14B,4,1,1,1.0,0.9387287649819884,12720205008128.0,43949283266560.0,2028301264534528.0,253.0,253.0,0.6326669646229467
MATH-500,1,Qwen3-14B,4,1,1,1.0,0.9252524183745484,11896682488576.0,46648526690048.0,1902530994907904.0,251.0,251.0,0.6268409522473909
MATH-500,1,Qwen3-14B,4,1,1,1.0,0.9456576458401494,13238973728256.0,56820650063616.0,2122100551671552.0,310.0,310.0,0.6367814261537961
MATH-500,1,Qwen3-14B,2,1,1,1.0,0.947730972612401,11514274368512.0,31473086759680.0,1827699888247552.0,280.0,280.0,0.623188921891036
MATH-500,1,Qwen3-14B,2,1,1,1.0,0.9309197974528768,8815643811072.0,24986957379584.0,1400227391906816.0,253.0,253.0,0.5989411177569814
MATH-500,1,Qwen3-14B,2,1,1,1.0,0.9491803260382614,10002393475328.0,24400732591872.0,1584774114743040.0,228.0,228.0,0.6102090879760467
MATH-500,1,Qwen3-14B,1,1,1,1.0,0.9456576458401494,9320075588096.0,15774162426880.0,1469705954169856.0,310.0,310.0,0.6033486300680954
MATH-500,1,Qwen3-14B,1,1,1,1.0,0.9517590795161732,8269400143104.0,12363066653952.0,1302389488978176.0,261.0,261.0,0.592348739291529
MATH-500,1,Qwen3-14B,1,1,1,1.0,0.9610393581166428,8334768827136.0,13261105310976.0,1313485042344192.0,277.0,277.0,0.5931208228737606
MATH-500,10,Qwen3-14B,64,1,1,1.0,0.9435774810359258,23312581230592.0,991713358722048.0,4628476030694400.0,334.0,334.0,0.7077546804900671
MATH-500,10,Qwen3-14B,64,1,1,1.0,0.9567219865546376,23312581230592.0,991713358722048.0,4628476030694400.0,355.0,355.0,0.7077546804900671
MATH-500,10,Qwen3-14B,64,1,1,1.0,0.9548098862160944,23312581230592.0,991713358722048.0,4628476030694400.0,353.0,353.0,0.7077546804900671
MATH-500,10,Qwen3-14B,32,1,1,1.0,0.9694460627601608,21166223819776.0,483252374386176.0,3785183290271232.0,396.0,396.0,0.689449089640261
MATH-500,10,Qwen3-14B,32,1,1,1.0,0.9435774810359258,21993664368640.0,484231846922752.0,3915243488430592.0,334.0,334.0,0.6925237742514028
MATH-500,10,Qwen3-14B,32,1,1,1.0,0.9364901053425024,22347572599552.0,504629145747456.0,3990850471277568.0,343.0,343.0,0.6942645500167969
MATH-500,10,Qwen3-14B,16,1,1,1.0,0.9566145537723184,21041313146112.0,254236204611840.0,3536681055405312.0,345.0,345.0,0.683268852844832
MATH-500,10,Qwen3-14B,16,1,1,1.0,0.9755946899195752,21624014166272.0,247827527900928.0,3621173737839360.0,341.0,341.0,0.685417603602395
MATH-500,10,Qwen3-14B,16,1,1,1.0,0.9388820081453546,21272738331904.0,252382903265280.0,3570930083042304.0,338.0,338.0,0.6841459699975428
MATH-500,10,Qwen3-14B,8,1,1,1.0,0.9488785796932754,18371821415936.0,122194873822720.0,2988199014708736.0,396.0,396.0,0.6679316697333175
MATH-500,10,Qwen3-14B,8,1,1,1.0,0.9562340563019084,18970537046528.0,129031921547776.0,3088435700806144.0,363.0,363.0,0.6709345126953044
MATH-500,10,Qwen3-14B,8,1,1,1.0,0.953424125968555,18735131437568.0,130702727679744.0,3053383231940352.0,356.0,356.0,0.6698956552067259
MATH-500,10,Qwen3-14B,4,1,1,1.0,0.9699395553898112,16004207558912.0,67537392408064.0,2564193771598336.0,343.0,343.0,0.6540043661533627
MATH-500,10,Qwen3-14B,4,1,1,1.0,0.9518680899412388,16078562316800.0,58300589623040.0,2566556311043840.0,332.0,332.0,0.6540881823392745
MATH-500,10,Qwen3-14B,4,1,1,1.0,0.9488785796932754,16001510473472.0,66257805810432.0,2562493439672064.0,396.0,396.0,0.6539439954048935
MATH-500,10,Qwen3-14B,2,1,1,1.0,0.9732400710513808,17863472798720.0,46596500090368.0,2833298256690688.0,393.0,393.0,0.6630871466812439
MATH-500,10,Qwen3-14B,2,1,1,1.0,0.9518680899412388,13138593042688.0,30954500547328.0,2080575015206656.0,332.0,332.0,0.6349828320040266
MATH-500,10,Qwen3-14B,2,1,1,1.0,0.9588795179704952,13491125978880.0,34738784080128.0,2139354436785408.0,377.0,377.0,0.6375184151872286
MATH-500,10,Qwen3-14B,1,1,1,1.0,0.9887946664395924,12273657225984.0,27232742756096.0,1941923270009600.0,409.0,409.0,0.6287061342713264
MATH-500,10,Qwen3-14B,1,1,1,1.0,0.9531371761290196,11055957906688.0,18354177936128.0,1743083611379456.0,357.0,357.0,0.6188747111061028
MATH-500,10,Qwen3-14B,1,1,1,1.0,0.9724220267969268,10076935647744.0,16794795148288.0,1588796756196352.0,321.0,321.0,0.6104398121033815
MATH-500,100,Qwen3-14B,64,1,1,0.0,0.8844572789360051,22591389182464.0,804662117433856.0,4328918829898240.0,1692.0,422.0,0.7016650676328906
MATH-500,100,Qwen3-14B,64,1,1,0.0,0.8844572789360051,22591389182464.0,804662117433856.0,4328918829898240.0,1692.0,422.0,0.7016650676328906
MATH-500,100,Qwen3-14B,64,1,1,0.0,0.8844572789360051,22591389182464.0,804662117433856.0,4328918829898240.0,1692.0,422.0,0.7016650676328906
MATH-500,100,Qwen3-14B,32,1,1,0.0,0.8844572789360051,21743725168128.0,406162559468800.0,3798183685696768.0,1422.0,422.0,0.6897611399160036
MATH-500,100,Qwen3-14B,32,1,1,0.0,0.8742047151994748,16934177223680.0,390738376192512.0,3032470023086592.0,863.0,316.0,0.6692701505260422
MATH-500,100,Qwen3-14B,32,1,1,0.0,0.8974898126805761,25574242134528.0,482201280820992.0,4471783053807360.0,2462.0,375.0,0.7046201799023752
MATH-500,100,Qwen3-14B,16,1,1,0.0,0.8844572789360051,22322811814144.0,247137284102912.0,3729495927109376.0,1296.0,422.0,0.6881001770327166
MATH-500,100,Qwen3-14B,16,1,1,0.0,0.8844572789360051,19361404115456.0,200727367299840.0,3221106409310976.0,699.0,422.0,0.6747625034395353
MATH-500,100,Qwen3-14B,16,1,1,0.0,0.8607657425934805,17935328739072.0,244420497094912.0,3042331780390144.0,1586.0,270.0,0.6695656469535448
MATH-500,100,Qwen3-14B,8,1,1,0.0,0.8974898126805761,21275135898112.0,134165934958336.0,3453087135063808.0,1429.0,375.0,0.6810918335265783
MATH-500,100,Qwen3-14B,8,1,1,0.0,0.8742047151994748,17215178606848.0,121866667975424.0,2807434530643712.0,1637.0,316.0,0.6622525276868764
MATH-500,100,Qwen3-14B,8,1,1,0.0,0.768911884127103,22045693132288.0,138924354801152.0,3578052483438080.0,1230.0,264.0,0.6843273176534165
MATH-500,100,Qwen3-14B,4,1,1,0.0,0.804216936045145,16836542816000.0,71129000273920.0,2697629679569920.0,946.0,418.0,0.6586213592156523
MATH-500,100,Qwen3-14B,4,1,1,0.0,0.804216936045145,17869383660032.0,71861477888256.0,2859485328853248.0,725.0,418.0,0.6639244734781571
MATH-500,100,Qwen3-14B,4,1,1,0.0,0.8909236064633389,19824297502720.0,75646775477248.0,3168237185901568.0,824.0,296.0,0.6732562909105765
MATH-500,100,Qwen3-14B,2,1,1,0.0,0.90495695145884,19876657036800.0,51089193175296.0,3151847690916096.0,874.0,412.0,0.6727842569007239
MATH-500,100,Qwen3-14B,2,1,1,0.0,0.804216936045145,19756957198336.0,48254694264576.0,3130340017204992.0,418.0,418.0,0.672161076360538
MATH-500,100,Qwen3-14B,2,1,1,0.0,0.8224898029026535,16329908705280.0,49219975350784.0,2596685733374464.0,755.0,442.0,0.655150374045493
MATH-500,100,Qwen3-14B,1,1,1,0.0,0.8155463388890563,8222506723584.0,15609278022400.0,1298320326901504.0,273.0,273.0,0.5920639372474972
MATH-500,100,Qwen3-14B,1,1,1,0.0,0.2769327759547528,7815168892672.0,17227425968384.0,1236393773225216.0,259.0,259.0,0.5876159450369075
MATH-500,100,Qwen3-14B,1,1,1,0.0,0.8101824244275927,11269060301056.0,26743852909824.0,1784717259874560.0,375.0,375.0,0.621022987853662
MATH-500,101,Qwen3-14B,64,1,1,1.0,0.8746110723379608,19090105581824.0,532944779678720.0,3511001250443264.0,258.0,258.0,0.6826056032701387
MATH-500,101,Qwen3-14B,64,1,1,1.0,0.8702402877320541,19090105581824.0,532944779678720.0,3511001250443264.0,215.0,215.0,0.6826056032701387
MATH-500,101,Qwen3-14B,64,1,1,1.0,0.8746110723379608,19090105581824.0,532944779678720.0,3511001250443264.0,258.0,258.0,0.6826056032701387
MATH-500,101,Qwen3-14B,32,1,1,1.0,0.8702402877320541,17107795756032.0,275668965411840.0,2944485103352832.0,215.0,215.0,0.6665904313984256
MATH-500,101,Qwen3-14B,32,1,1,1.0,0.9324875986718476,18453841580544.0,263558042649600.0,3142357329214464.0,230.0,230.0,0.6725098014471221
MATH-500,101,Qwen3-14B,32,1,1,1.0,0.9238716819571716,19099791685888.0,367154324405760.0,3346721827404288.0,233.0,233.0,0.6782443031183295
MATH-500,101,Qwen3-14B,16,1,1,1.0,0.9238716819571716,17979961489408.0,170424325670144.0,2975298318017792.0,233.0,233.0,0.6675378998755636
MATH-500,101,Qwen3-14B,16,1,1,1.0,0.9140687840940276,13714476131584.0,124309364795136.0,2263767641322240.0,183.0,183.0,0.6426630082016771
MATH-500,101,Qwen3-14B,16,1,1,1.0,0.9143371932045122,18441001240320.0,190154469345024.0,3066950662834944.0,254.0,254.0,0.6702991638760007
MATH-500,101,Qwen3-14B,8,1,1,1.0,0.9433279109078316,12637674930688.0,62145481456896.0,2033622770644224.0,234.0,234.0,0.632905434030343
MATH-500,101,Qwen3-14B,8,1,1,1.0,0.9506867032005054,15409402323712.0,87535873166848.0,2491402635665920.0,226.0,226.0,0.6513833737056155
MATH-500,101,Qwen3-14B,8,1,1,1.0,0.9459549347435264,13944582536704.0,69035473410304.0,2244390349136128.0,245.0,245.0,0.6418806127973019
MATH-500,101,Qwen3-14B,4,1,1,1.0,0.8746110723379608,13601784247040.0,37630195481856.0,2159508538020096.0,258.0,258.0,0.638371795601604
MATH-500,101,Qwen3-14B,4,1,1,1.0,0.9041243272256756,15768301314048.0,47896957293568.0,2507751962285056.0,232.0,232.0,0.6519786718200694
MATH-500,101,Qwen3-14B,4,1,1,1.0,0.4092096418635364,16842385451008.0,54931933741056.0,2682344064098304.0,402.0,402.0,0.658104188889056
MATH-500,101,Qwen3-14B,2,1,1,1.0,0.9506867032005054,8417509947392.0,17492513366528.0,1330624065159680.0,226.0,226.0,0.5943007153271254
MATH-500,101,Qwen3-14B,2,1,1,1.0,0.3670926718275481,11322522303488.0,25938377495040.0,1792251856839168.0,268.0,268.0,0.6214064081814389
MATH-500,101,Qwen3-14B,2,1,1,1.0,0.9134755363672734,10291305422080.0,24138555112192.0,1629582200956672.0,275.0,275.0,0.6127466704584223
MATH-500,101,Qwen3-14B,1,1,1,1.0,0.9601871715492138,7621396872960.0,14197663252736.0,1203135575434496.0,241.0,241.0,0.5851342453342294
MATH-500,101,Qwen3-14B,1,1,1,1.0,0.9417069132735656,8005601827840.0,14473628260352.0,1263347513403392.0,246.0,246.0,0.5895787197865615
MATH-500,101,Qwen3-14B,1,1,1,1.0,0.927886933116416,10257275324928.0,18226188685824.0,1618361139374592.0,329.0,329.0,0.6121178062390964
MATH-500,102,Qwen3-14B,64,1,1,1.0,0.9738419888252228,18738504116736.0,844523683996416.0,3767730326207232.0,346.0,346.0,0.6890284743019233
MATH-500,102,Qwen3-14B,64,1,1,1.0,0.9690880847675764,18738504116736.0,844523683996416.0,3767730326207232.0,308.0,308.0,0.6890284743019233
MATH-500,102,Qwen3-14B,64,1,1,1.0,0.97871900537117,18738504116736.0,844523683996416.0,3767730326207232.0,332.0,332.0,0.6890284743019233
MATH-500,102,Qwen3-14B,32,1,1,1.0,0.9551491755483518,18128067390976.0,424914902142464.0,3252893415134720.0,268.0,268.0,0.6756562411524172
MATH-500,102,Qwen3-14B,32,1,1,1.0,0.97871900537117,18103562329344.0,425854813767680.0,3250010537145344.0,332.0,332.0,0.6755755457842705
MATH-500,102,Qwen3-14B,32,1,1,1.0,0.9495178612141512,18133635538432.0,427643124477952.0,3256490268473344.0,267.0,267.0,0.67575682136729
MATH-500,102,Qwen3-14B,16,1,1,1.0,0.9727520004062428,18038063423744.0,229024016553472.0,3042961910657536.0,325.0,325.0,0.6695844955256447
MATH-500,102,Qwen3-14B,16,1,1,1.0,0.9711801465291572,17446982610176.0,225736190783488.0,2947465477970944.0,334.0,334.0,0.6666825063403591
MATH-500,102,Qwen3-14B,16,1,1,1.0,0.9764695427938874,18805001841664.0,260164820535040.0,3193745107834624.0,358.0,358.0,0.6739861089707627
MATH-500,102,Qwen3-14B,8,1,1,1.0,0.968936964572466,22174382249984.0,157003598754816.0,3616207229752320.0,346.0,346.0,0.6852926929613571
MATH-500,102,Qwen3-14B,8,1,1,1.0,0.9729733189415842,17575244588800.0,136435455610112.0,2878173611462912.0,387.0,387.0,0.6645173521885517
MATH-500,102,Qwen3-14B,8,1,1,1.0,0.9738419888252228,16794336987904.0,119432052040448.0,2739348622153472.0,346.0,346.0,0.6600180937525837
MATH-500,102,Qwen3-14B,4,1,1,1.0,0.9643617855751352,17341955966464.0,77325153985024.0,2782670284753408.0,351.0,351.0,0.6614461515753132
MATH-500,102,Qwen3-14B,4,1,1,1.0,0.9693919847041376,16868150945280.0,75837834835200.0,2707269382298880.0,345.0,345.0,0.6589460023105626
MATH-500,102,Qwen3-14B,4,1,1,1.0,0.9711801465291572,14607729787392.0,64576895866112.0,2343382742699264.0,334.0,334.0,0.6458088433171907
MATH-500,102,Qwen3-14B,2,1,1,1.0,0.981091841862356,14252493074432.0,42131770712576.0,2265520690323968.0,349.0,349.0,0.6427334602728237
MATH-500,102,Qwen3-14B,2,1,1,0.0,0.168979855396944,14289127544064.0,45464541851648.0,2274568438725632.0,339.0,339.0,0.6430962093927066
MATH-500,102,Qwen3-14B,2,1,1,1.0,0.9643617855751352,13122125072384.0,35998922834688.0,2083050434126592.0,351.0,351.0,0.6350910518119421
MATH-500,102,Qwen3-14B,1,1,1,1.0,0.9565475342219038,10463184695552.0,17569796549632.0,1649826609055744.0,337.0,337.0,0.6138703557527176
MATH-500,102,Qwen3-14B,1,1,1,1.0,0.9839531014578742,8763499913472.0,18867500851200.0,1385973487352832.0,275.0,275.0,0.5980098922431578
MATH-500,102,Qwen3-14B,1,1,1,1.0,0.9778409446665786,9121214295808.0,19509127132672.0,1442418557278720.0,287.0,287.0,0.601642961937565
MATH-500,103,Qwen3-14B,64,1,1,1.0,0.9938939561217868,20647210679296.0,757212581406464.0,3978177447376640.0,181.0,181.0,0.6939750791059197
MATH-500,103,Qwen3-14B,64,1,1,1.0,0.9914270549736286,20647210679296.0,757212581406464.0,3978177447376640.0,203.0,203.0,0.6939750791059197
MATH-500,103,Qwen3-14B,64,1,1,1.0,0.9925363864030866,20647210679296.0,757212581406464.0,3978177447376640.0,784.0,222.0,0.6939750791059197
MATH-500,103,Qwen3-14B,32,1,1,1.0,0.991196059252776,18691728548352.0,381372273721088.0,3297281927264000.0,425.0,240.0,0.6768897832245374
MATH-500,103,Qwen3-14B,32,1,1,1.0,0.9963203182469944,17079126895360.0,382814747856640.0,3047158543532800.0,431.0,203.0,0.6697099265071689
MATH-500,103,Qwen3-14B,32,1,1,1.0,0.9948843393526238,19257774507264.0,376933486018816.0,3381146309152000.0,522.0,234.0,0.6791756755653754
MATH-500,103,Qwen3-14B,16,1,1,1.0,0.9903611508045318,17751493469696.0,188835805740544.0,2958068787013120.0,445.0,185.0,0.6670093291418842
MATH-500,103,Qwen3-14B,16,1,1,1.0,0.994215458004448,16094543801856.0,188343029636608.0,2699091862726144.0,307.0,307.0,0.6586706767588012
MATH-500,103,Qwen3-14B,16,1,1,1.0,0.9813975122712624,13636563536640.0,177958444473600.0,2305262356189440.0,256.0,256.0,0.6443161510079759
MATH-500,103,Qwen3-14B,8,1,1,1.0,0.9924358211278586,14255265456640.0,88721128689152.0,2312542539924992.0,228.0,228.0,0.6446031211918621
MATH-500,103,Qwen3-14B,8,1,1,1.0,0.995550467182658,14674074017792.0,91597075492864.0,2380752622268416.0,181.0,181.0,0.6472487623749685
MATH-500,103,Qwen3-14B,8,1,1,1.0,0.9938160599325168,16863201995264.0,94010594087424.0,2724670105348608.0,318.0,318.0,0.6595291029439633
MATH-500,103,Qwen3-14B,4,1,1,0.0,0.9935409456353596,12847750927104.0,48305458568192.0,2052554603196416.0,473.0,213.0,0.6337487847181374
MATH-500,103,Qwen3-14B,4,1,1,1.0,0.9916739637535944,10452227826176.0,44493750456832.0,1675041291340288.0,492.0,236.0,0.615250794328719
MATH-500,103,Qwen3-14B,4,1,1,1.0,0.9924358211278586,9447628618752.0,49417721681664.0,1523247786206976.0,228.0,228.0,0.6066052660277704
MATH-500,103,Qwen3-14B,2,1,1,1.0,0.9963203182469944,8901174606848.0,24592640308480.0,1413175878976768.0,203.0,203.0,0.5997788780296787
MATH-500,103,Qwen3-14B,2,1,1,1.0,0.9924358211278586,9907698225152.0,24045950288896.0,1569646873412608.0,228.0,228.0,0.6093361707437763
MATH-500,103,Qwen3-14B,2,1,1,1.0,0.9885585955213276,10085730575360.0,27178636292352.0,1600552606048512.0,288.0,288.0,0.6111107519094217
MATH-500,103,Qwen3-14B,1,1,1,1.0,0.985608488818794,7012762202624.0,15650436468224.0,1109641340077568.0,219.0,219.0,0.5777718779181596
MATH-500,103,Qwen3-14B,1,1,1,1.0,0.9882352203214042,10580810388224.0,18010764070144.0,1668617184633088.0,340.0,340.0,0.61490107388182
MATH-500,103,Qwen3-14B,1,1,1,0.0,0.9920517253900196,7796083507968.0,13409528040192.0,1229598555283200.0,246.0,246.0,0.587114362480732
MATH-500,104,Qwen3-14B,64,1,1,0.0,0.6237993252997154,32381674002176.0,1009367303412224.0,6060908447751680.0,1181.0,290.0,0.7322944878734742
MATH-500,104,Qwen3-14B,64,1,1,0.0,0.6237993252997154,32381674002176.0,1009367303412224.0,6060908447751680.0,1181.0,290.0,0.7322944878734742
MATH-500,104,Qwen3-14B,64,1,1,0.0,0.6237993252997154,32381674002176.0,1009367303412224.0,6060908447751680.0,1181.0,290.0,0.7322944878734742
MATH-500,104,Qwen3-14B,32,1,1,0.0,0.5994464406201199,30530170082048.0,511780007322624.0,5274486540122112.0,891.0,431.0,0.7196457600519937
MATH-500,104,Qwen3-14B,32,1,1,0.0,0.7860381002105867,33361739158784.0,663691677454592.0,5868122986224896.0,3781.0,405.0,0.729352529209983
MATH-500,104,Qwen3-14B,32,1,1,0.0,0.6683555140808977,33073829547264.0,627171896302848.0,5786689305676032.0,2009.0,384.0,0.7280806803523616
MATH-500,104,Qwen3-14B,16,1,1,0.0,0.7860381002105867,35394541110528.0,355140988578560.0,5876689401820928.0,2010.0,405.0,0.7294852939622606
MATH-500,104,Qwen3-14B,16,1,1,0.0,0.688734152754454,34381234823936.0,347658320116224.0,5711130952650240.0,1901.0,530.0,0.7268844828934717
MATH-500,104,Qwen3-14B,16,1,1,0.0,0.688734152754454,36083007958016.0,362615120056576.0,5991564361507072.0,2379.0,530.0,0.7312471960385686
MATH-500,104,Qwen3-14B,8,1,1,0.0,0.6999317878161723,29808791404288.0,198828299478784.0,4848999758547712.0,1242.0,407.0,0.7119908242789635
MATH-500,104,Qwen3-14B,8,1,1,0.0,0.7860381002105867,28376146681344.0,205874382247168.0,4632553264536832.0,1855.0,405.0,0.7078348180374002
