序号,question_model_qp_cp_bs,qp,cp,bs,n_trials,n_question,准确率,平均reward,answer_tokens,total_tokens,mean_eflops,访存量
11587,question_20_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.7310797425894809,647,3247,2.8963945791401984e+16,177132994843648.0
11588,question_20_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.7702336040582456,876,2475,3.143876317921075e+16,191708784099840.0
11589,question_20_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.7702336040582456,876,3804,3.5106868201073664e+16,214007429288448.0
11590,question_20_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.4688617554179242,925,925,2.304916075472691e+16,140953741519360.0
11591,question_20_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.7310797425894809,647,3225,3.089577504984525e+16,188976012435456.0
11592,question_20_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.4688617554179242,925,925,2.1770343814849536e+16,133134348369408.0
11593,question_20_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.7702336040582456,876,3073,3.5881197268773376e+16,220440621122048.0
11594,question_20_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.7702336040582456,876,3304,3.0552471944807936e+16,186681108150272.0
11595,question_20_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.612412835145475,797,2600,3.012351210432205e+16,185019000386560.0
11596,question_20_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.7702336040582456,876,1948,3.02158529697152e+16,186334834198528.0
11597,question_20_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.7396528487411219,1166,5158,4.162848843518874e+16,255056667318272.0
11598,question_20_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.8009699862520178,1324,4712,3.3050804937993216e+16,201219182407680.0
11599,question_20_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.4688617554179242,925,1997,2.339083975472179e+16,144167198796288.0
11600,question_20_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.8009699862520178,1324,4383,3.899866101267712e+16,239413217073664.0
11601,question_20_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.8009699862520178,1324,3648,2.914139072585677e+16,179003821601792.0
11602,question_20_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.7702336040582456,876,2508,3.0420807380639744e+16,187508646398464.0
11603,question_20_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.7702336040582456,876,1529,2.8972680220281344e+16,178112252254720.0
11604,question_20_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.4688617554179242,925,925,2.2342526777596416e+16,137506159944192.0
11605,question_20_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.4688617554179242,925,925,2.057056470368563e+16,126870489681408.0
11606,question_20_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.8009699862520178,1324,3141,3.0486775927901184e+16,188480151725568.0
11607,question_20_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.8009699862520178,1324,4642,3.332943666899968e+16,205679992607744.0
11608,question_20_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.6823406750654761,644,2500,3.3562997132608e+16,206952229650432.0
11609,question_20_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.7702336040582456,876,2679,2.937133012390605e+16,182862890258432.0
11610,question_20_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.41258864114089844,1072,1072,2.9132813769102336e+16,181246175941632.0
11611,question_20_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.41258864114089844,1072,1072,2.6949192925666304e+16,167671038684160.0
11612,question_20_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.6823406750654761,644,3262,2.1721440839814656e+16,134193211118592.0
11613,question_20_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.6823406750654761,644,3790,2.7580419441590784e+16,170162886378496.0
11614,question_20_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.612412835145475,797,1869,2.960737257164851e+16,184705306874880.0
11615,question_20_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.693704413095616,653,3444,2.735496061173555e+16,169327850918400.0
11616,question_20_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.6555260346118772,685,3783,3.145557385955533e+16,194541764868096.0
11617,question_20_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.7310797425894809,647,647,2.511298918742784e+16,156433707747328.0
11618,question_20_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.4688617554179242,925,925,2.0738762289483776e+16,129307230931456.0
11619,question_20_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.693704413095616,653,4337,2.558467636471603e+16,158682227945984.0
11620,question_20_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.7702336040582456,876,2508,2.378976808532992e+16,148296683984384.0
11621,question_20_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.7577390107761046,1042,3908,3.002690927702221e+16,186741082378752.0
11622,question_20_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.7702336040582456,876,876,2.2869609963419136e+16,142807990381056.0
11623,question_20_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.6555260346118772,685,4018,2.689383243817677e+16,168091555559424.0
11624,question_20_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.7428179964872017,1092,2872,3.291103560742349e+16,204284405639168.0
11625,question_20_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.7396528487411219,1166,1166,2.6775854847972864e+16,166992369751040.0
11626,question_20_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.7702336040582456,876,1523,1.6419076961613824e+16,102694325479424.0
11627,question_20_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.612412835145475,797,1903,1.6585532589065728e+16,103632298660352.0
11628,question_20_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.7702336040582456,876,1948,2.043359868577843e+16,128573164849152.0
11629,question_20_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.612412835145475,797,1743,2.4271478254685696e+16,152911520504320.0
11630,question_20_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.6140935047237143,1257,2357,2.9114866155828224e+16,182481540845056.0
11631,question_20_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.7310797425894809,647,1444,1.2395692247065088e+16,77709441916928.0
11632,question_20_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.5616785797214311,915,2075,2.361727301103872e+16,149048404393984.0
11633,question_20_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.6555260346118772,685,685,1.997487028829901e+16,125658874323968.0
11634,question_20_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.7136281439338555,1780,3059,2.7121050512126464e+16,170560247796224.0
11635,question_20_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.41258864114089844,1072,1072,1.993456232029645e+16,126446856060928.0
11636,question_20_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.4688617554179242,925,925,1.099078330377216e+16,69670986905088.0
11637,question_20_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.4078363032918447,1037,1037,1.4958556496880128e+16,94359803358720.0
11638,question_20_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.28445961907048745,922,922,9665152509740544.0,61271158032384.0
11639,question_20_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.5220879131535393,1400,1400,1.5034962662729728e+16,95468606743040.0
11640,question_20_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.4688617554179242,925,925,9862414344942592.0,62680132216832.0
11641,question_21_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.04196745208337935,636,636,2.344205844887296e+16,142617571699712.0
11642,question_21_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.4218243276007812,518,1154,2.5575910032626176e+16,156337666770944.0
11643,question_21_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.4218243276007812,518,518,2.878818132110899e+16,175805644969984.0
11644,question_21_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.49387508722582263,844,7532,4.528323034735053e+16,276118301679616.0
11645,question_21_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.4218243276007812,518,518,2.366307452269005e+16,143644467876864.0
11646,question_21_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.04196745208337935,636,636,2.0346764970530304e+16,124052475715584.0
11647,question_21_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.28404124826713667,978,2583,2.6971979395462656e+16,163702246114304.0
11648,question_21_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.4218243276007812,518,2132,1.923976672119501e+16,116930344159232.0
11649,question_21_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.4218243276007812,518,518,1.9431621906422784e+16,118008053883904.0
11650,question_21_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.04196745208337935,636,636,2.713159518009651e+16,166897860874240.0
11651,question_21_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.14436638597256207,981,1605,3.993248244386304e+16,244932913107456.0
11652,question_21_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.04196745208337935,636,636,1.9480375851582464e+16,118664022940672.0
11653,question_21_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.28404124826713667,978,978,3.2096186389884416e+16,196692276581376.0
11654,question_21_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.46791196797309115,1214,3659,4.236517086151526e+16,259022581980672.0
11655,question_21_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.46791196797309115,1214,2040,3.796543735997235e+16,230544106115072.0
11656,question_21_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.28404124826713667,978,1614,2.118082729398733e+16,130409420403712.0
11657,question_21_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.4218243276007812,518,1496,2.3726336840497664e+16,145609992350720.0
11658,question_21_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.04196745208337935,636,636,2.1591543341927424e+16,132351719218176.0
11659,question_21_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.4218243276007812,518,1496,2.9131539954868224e+16,179678075613184.0
11660,question_21_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.15712908560706107,1274,2252,3.301664516604467e+16,202445012353536.0
11661,question_21_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.49387508722582263,844,1955,3.951868734168422e+16,242657444536320.0
11662,question_21_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.12832917592289506,624,624,3.215918914993664e+16,198054938086912.0
11663,question_21_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.16576105825312967,1171,2282,4.587409095302912e+16,282664631719424.0
11664,question_21_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.14436638597256207,981,981,3.1808127304923136e+16,195423407134208.0
11665,question_21_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.49387508722582263,844,1468,2.742078253929523e+16,168978654426624.0
11666,question_21_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.28404124826713667,978,1959,2.572050161563085e+16,158885222850560.0
11667,question_21_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.04196745208337935,636,636,1.972502849339699e+16,121506793038848.0
11668,question_21_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.49387508722582263,844,1795,3.620666143185818e+16,223440333178880.0
11669,question_21_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.15712908560706107,1274,1898,3.728918786364621e+16,231394337219072.0
11670,question_21_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.28404124826713667,978,978,3.4684132156215296e+16,215685645189120.0
11671,question_21_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.4218243276007812,518,518,2.655740232318925e+16,165231748551680.0
11672,question_21_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.2397480923258636,2103,3081,3.3230165885339136e+16,205918537014784.0
11673,question_21_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.49387508722582263,844,2957,2.7288059414642176e+16,169268758862336.0
11674,question_21_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.28404124826713667,978,2583,2.241180638014976e+16,138944380993536.0
11675,question_21_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.4218243276007812,518,1154,1.4479717036076032e+16,89848105988096.0
11676,question_21_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.04196745208337935,636,636,1.8211982221310464e+16,112986940771328.0
11677,question_21_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.08206193263141467,1132,1132,2.1071909924125184e+16,130542601184768.0
11678,question_21_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.28404124826713667,978,978,2.9650496338432e+16,185022514173952.0
11679,question_21_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.08206193263141467,1132,1132,3.011372409821901e+16,187267817753088.0
11680,question_21_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.4985425327274788,926,4579,3.421058711978803e+16,212994523099136.0
11681,question_21_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.49387508722582263,844,844,3.556273800584755e+16,221964382467072.0
11682,question_21_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.16543356750942512,1534,2158,2.931181960112179e+16,183319868038656.0
11683,question_21_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.12832917592289506,624,1756,2.1233363138404864e+16,132785601285632.0
11684,question_21_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.28404124826713667,978,978,2.532738021887283e+16,159011966340096.0
11685,question_21_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.04196745208337935,636,636,1.5060665655927296e+16,94465648761856.0
11686,question_21_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.23475894189832475,1011,1011,3.096032321883341e+16,193538437810176.0
11687,question_21_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.04196745208337935,636,636,1.5889848266159104e+16,99809561102336.0
11688,question_21_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.49387508722582263,844,2118,2.819703027214797e+16,176819584775168.0
11689,question_21_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.2397480923258636,2103,2103,2.911796897883443e+16,183075793595392.0
11690,question_21_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.08206193263141467,1132,1132,2.035008733636352e+16,127669476492800.0
11691,question_21_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.49387508722582263,844,3898,3.055858329028557e+16,192327224050688.0
11692,question_21_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.14436638597256207,981,981,1.865576786238464e+16,117611686268416.0
11693,question_21_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.18162625321741693,1482,1482,2.6484207724079104e+16,166892632105984.0
11694,question_21_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.08851701082218431,2181,2181,4.079656264585984e+16,256086527081984.0
11695,question_21_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.1192927676121056,1111,1111,1.9835942078201344e+16,125385166963712.0
11696,question_21_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.22735929419875045,1920,1920,4.125217474095616e+16,259708755207680.0
11697,question_21_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.40302502551585045,1518,1518,2.211941634561741e+16,139428413276160.0
11698,question_21_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.5068931198121964,2520,2520,2.629672729800909e+16,166218117566464.0
11699,question_21_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.18162625321741693,1482,1482,1.5667760082118144e+16,99344261093888.0
11700,question_21_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.14833348205039043,1653,1653,1.7332452677589504e+16,109509641984000.0
11701,question_22_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.0880134977113009,620,2628,2.6017525296907776e+16,158349910661120.0
11702,question_22_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.10764337182860241,519,1589,1.538937264449792e+16,91704228838912.0
11703,question_22_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.0880134977113009,620,2180,2.6075835721777664e+16,158776144862208.0
11704,question_22_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.0880134977113009,620,2549,2.7208661218745856e+16,165926477198336.0
11705,question_22_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.07029459404786534,483,998,2.5679021484998144e+16,156340272058368.0
11706,question_22_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.12322640596706429,631,3025,1.6545917465775616e+16,98786090616832.0
11707,question_22_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.10764337182860241,519,2198,1.2509123424196096e+16,74334288571904.0
11708,question_22_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.10764337182860241,519,1139,1.3668363382403584e+16,81216911644160.0
11709,question_22_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.10764337182860241,519,519,2.4127025891326976e+16,147462115678720.0
11710,question_22_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.10764337182860241,519,1622,1.5899500566904832e+16,95517322256896.0
11711,question_22_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.17378597442717897,557,2171,2.035821525255936e+16,123371887456256.0
11712,question_22_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.07591037769494077,461,2219,2.7560144985531904e+16,169011666596352.0
11713,question_22_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.10764337182860241,519,519,2.510365992012493e+16,154396623605248.0
11714,question_22_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.17378597442717897,557,1788,1.916826507646259e+16,115711514341376.0
11715,question_22_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.041274119830493526,607,1718,1.5949088531122688e+16,96190142730240.0
11716,question_22_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.17378597442717897,557,2657,3.019981897101261e+16,184911364297728.0
11717,question_22_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.17378597442717897,557,2540,2.013357473269453e+16,121570793501696.0
11718,question_22_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.07591037769494077,461,1612,2.088476695390515e+16,127251123133952.0
11719,question_22_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.17378597442717897,557,1243,1.8113683789377536e+16,110083293767168.0
11720,question_22_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.10764337182860241,519,1688,1.73496287148416e+16,106183390761472.0
11721,question_22_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.10764337182860241,519,944,1.5642166718669824e+16,95432536836608.0
11722,question_22_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.08031374890574718,436,901,2.487836978049331e+16,154190841786368.0
11723,question_22_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.10764337182860241,519,2198,1.663603186731776e+16,101804021037568.0
11724,question_22_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.08031374890574718,436,1434,1.4252389217667584e+16,86795681756160.0
11725,question_22_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.12322640596706429,631,1265,1.4664079221377536e+16,89138275667968.0
11726,question_22_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.10764337182860241,519,1630,1.3699295933817856e+16,83989501071872.0
11727,question_22_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.12322640596706429,631,1945,1.848393406531635e+16,113024049851392.0
11728,question_22_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.4799567115526528,1806,3582,3.445063503687373e+16,213119896165888.0
11729,question_22_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.17378597442717897,557,2470,1.4782665445527552e+16,90401478097408.0
11730,question_22_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.17378597442717897,557,3088,1.8687547102055424e+16,115417745438720.0
11731,question_22_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.10764337182860241,519,1760,1.2086537533661696e+16,74086341736960.0
11732,question_22_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.0881765104139297,1043,4557,2.7480088773794816e+16,168260275393536.0
11733,question_22_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.08031374890574718,436,1380,2.4967711901668864e+16,155495605021696.0
11734,question_22_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.035341403762894415,686,1895,1.5943580651100672e+16,98632673592832.0
11735,question_22_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.12322640596706429,631,2483,1.952109727435725e+16,120554983962624.0
11736,question_22_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.10780617295117739,2634,4598,3.827089926559437e+16,236740056352768.0
11737,question_22_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.10764337182860241,519,1139,1.154757916672768e+16,71396576711168.0
11738,question_22_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.17378597442717897,557,1858,1.6153611538549248e+16,100172700628992.0
11739,question_22_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.024444236877228277,425,940,1.2500948523654144e+16,77002524059648.0
11740,question_22_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.0445550002286262,634,1099,1.3087034151842816e+16,81269443845120.0
11741,question_22_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.08922284578709029,588,588,2.575987994275277e+16,159539069314560.0
11742,question_22_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.4799567115526528,1806,2500,2.469784874255309e+16,153749009812992.0
11743,question_22_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.09176862517364325,1234,2951,2.188451316429107e+16,135614610251776.0
11744,question_22_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.024444236877228277,425,425,1.2922882873029632e+16,80488762533888.0
11745,question_22_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.0880134977113009,620,1306,1.5369312416922112e+16,95828813056512.0
11746,question_22_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.0445550002286262,634,634,2.3767469754481664e+16,149686190702592.0
11747,question_22_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.07268930441702348,605,605,2.3988682433798144e+16,149382219525632.0
11748,question_22_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.17378597442717897,557,557,1.7635236297521152e+16,110093480374272.0
11749,question_22_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.08031374890574718,436,436,1.440481037828096e+16,90335585857536.0
11750,question_22_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.17378597442717897,557,993,9442547690720256.0,59031865088000.0
11751,question_22_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.024444236877228277,425,425,1.5393347126974464e+16,97002518663168.0
11752,question_22_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.10764337182860241,519,519,1.008349683189504e+16,63533872406016.0
11753,question_22_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.10764337182860241,519,519,8968628575693824.0,56530040944128.0
11754,question_22_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.12322640596706429,631,631,1.1718570894976512e+16,73742641982464.0
11755,question_22_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.02768650988234315,763,763,1.6438244535770624e+16,103934083323392.0
11756,question_22_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.0880134977113009,620,1306,8927460400135168.0,56391581482496.0
11757,question_22_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.12322640596706429,631,631,9552921039276032.0,60427121106944.0
11758,question_22_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.0880134977113009,620,620,6627737833019904.0,42061374484992.0
11759,question_22_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.0441034253314119,643,643,6802696246474752.0,43123203127296.0
11760,question_22_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.07648760720153545,624,624,6509771470949376.0,41278694700544.0
11761,question_23_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.5,1797,3463,3.2702778435140096e+16,194926215895552.0
11762,question_23_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.5,459,1070,1.6011552020690944e+16,95426886621184.0
11763,question_23_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.5,566,1981,2.2421046058054144e+16,133289476633088.0
11764,question_23_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.5,459,459,1.407755975242496e+16,83749017510912.0
