序号,question_model_qp_cp_bs,qp,cp,bs,n_trials,n_question,准确率,平均reward,answer_tokens,total_tokens,mean_eflops,访存量
2706,question_22_aime_Qwen3-4B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.1693654903728005,624.3333333333334,624.3333333333334,3605625782248960.0,18237837881344.0
2707,question_22_aime_Qwen3-4B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.15843198371744746,789.0,2060.6666666666665,4492873956097877.5,22369180515157.332
2708,question_22_aime_Qwen3-4B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.15783704323794653,594.6666666666666,901.3333333333334,2967181292899157.5,15471265524053.334
2709,question_22_aime_Qwen3-4B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.3087782286587323,1025.6666666666667,1844.0,4953248801163093.0,25528848914090.668
2710,question_22_aime_Qwen3-4B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.15625447092000488,740.6666666666666,1021.6666666666666,3861778108091904.0,20494821372586.668
2711,question_22_aime_Qwen3-4B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.2404911313120217,795.3333333333334,1383.0,4030840117864277.5,21897703217152.0
2712,question_22_aime_Qwen3-4B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.3417114922501339,1042.6666666666667,4118.333333333333,5573503981935787.0,29400922481322.668
2713,question_22_aime_Qwen3-4B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.1964302398461596,686.3333333333334,993.0,3036565091301717.5,16526501635242.666
2714,question_22_aime_Qwen3-4B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.151779283409401,662.0,823.3333333333334,2647584969071445.5,14648258700629.334
2715,question_22_aime_Qwen3-4B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.2111874872889681,822.6666666666666,1352.6666666666667,2983745551532544.0,16648800747520.0
2716,question_22_aime_Qwen3-4B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.22158551794605205,698.6666666666666,698.6666666666666,2608353150950229.5,14809085826560.0
2717,question_22_aime_Qwen3-4B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.17179886592719484,827.0,1108.0,2479647951600298.5,14308202496341.334
2718,question_22_aime_Qwen3-4B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.22299984837125766,858.0,1250.3333333333333,2486953399129600.0,14472583218858.666
2719,question_22_aime_Qwen3-4B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.1187843076851209,2075.6666666666665,3267.0,4718472647772672.0,25770392113152.0
2720,question_22_aime_Qwen3-4B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.2683715986586882,1231.0,1231.0,1718236877939370.8,10210849994240.0
2721,question_22_aime_Qwen3-1.7B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.07448993620188987,135.33333333333334,980.6666666666666,350296694018133.3,1770159752704.0
2722,question_22_aime_Qwen3-1.7B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.21125836784322002,172.33333333333334,786.3333333333334,400985918947413.3,2020135881642.6667
2723,question_22_aime_Qwen3-1.7B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.07759628153017435,114.0,854.3333333333334,349603039525973.3,1816055315797.3333
2724,question_22_aime_Qwen3-1.7B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.09174284590515934,140.33333333333334,624.0,345545750725802.7,1825232626858.6667
2725,question_22_aime_Qwen3-1.7B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.07699281192190095,153.0,858.0,359938680815018.7,1919303806037.3333
2726,question_22_aime_Qwen3-1.7B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.10187192133014923,139.66666666666666,682.6666666666666,321043387508480.0,1703156761600.0
2727,question_22_aime_Qwen3-1.7B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.11687359282911446,172.0,788.0,277693127522645.34,1461853140906.6667
2728,question_22_aime_Qwen3-1.7B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.07571627498610027,116.66666666666667,354.3333333333333,296337448121941.3,1625040797184.0
2729,question_22_aime_Qwen3-1.7B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.1635831043137317,203.33333333333334,820.0,338712155846997.3,1804295340885.3333
2730,question_22_aime_Qwen3-1.7B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.05521556132785161,101.0,470.6666666666667,385426125480106.7,2142135676501.3333
2731,question_22_aime_Qwen3-1.7B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.24064082942770493,196.0,663.3333333333334,389043596708181.3,2181341912661.3333
2732,question_22_aime_Qwen3-1.7B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.07511950436971788,130.0,412.3333333333333,285964938027178.7,1630509325909.3333
2733,question_22_aime_Qwen3-1.7B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.21792377925431947,212.0,578.3333333333334,306014605379840.0,1728731607978.6667
2734,question_22_aime_Qwen3-1.7B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.05363838943774294,212.33333333333334,539.0,318137508599978.7,1844726528512.0
2735,question_22_aime_Qwen3-1.7B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.08062862022310761,150.0,445.0,242251189766058.66,1413089975210.6667
2736,question_22_aime_Qwen3-1.7B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.05466107820484704,111.66666666666667,311.3333333333333,257729710120362.66,1501639683413.3333
2737,question_22_aime_Qwen3-1.7B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.09080587444159154,178.0,429.3333333333333,237386214345130.66,1390749501269.3333
2738,question_22_aime_Qwen3-1.7B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.022399452057207146,176.33333333333334,303.0,300003409026645.3,1799478362453.3333
2739,question_22_aime_Qwen3-1.7B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.21139508511913307,287.0,358.6666666666667,362589093781077.3,2161753307392.0
2740,question_22_aime_Qwen3-1.7B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.07383407438100979,363.0,363.0,256843824157610.66,1538724075690.6667
2741,question_22_aime_Qwen3-0.6B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.09644069966867243,166.0,1085.3333333333333,211004968792576.0,811814690986.6666
2742,question_22_aime_Qwen3-0.6B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.10073546687670969,126.66666666666667,1203.3333333333333,222222874450602.66,862729950208.0
2743,question_22_aime_Qwen3-0.6B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.24076073625532257,172.33333333333334,1282.6666666666667,235054217087658.66,843869876224.0
2744,question_22_aime_Qwen3-0.6B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.06323939417595782,208.66666666666666,1368.0,235954480170837.34,889748544170.6666
2745,question_22_aime_Qwen3-0.6B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.24076073625532257,172.33333333333334,756.6666666666666,204645166797994.66,817269808810.6666
2746,question_22_aime_Qwen3-0.6B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.10582901116133453,126.0,1164.3333333333333,212268194538666.66,882436564138.6666
2747,question_22_aime_Qwen3-0.6B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.12624483873741285,115.0,1082.3333333333333,192246950295722.66,769320725674.6666
2748,question_22_aime_Qwen3-0.6B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.08177960159893534,162.66666666666666,891.6666666666666,183160040832853.34,786587228501.3334
2749,question_22_aime_Qwen3-0.6B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.16280273771113782,185.0,715.6666666666666,170696569653930.66,728889058304.0
2750,question_22_aime_Qwen3-0.6B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.10273979293334613,140.0,958.6666666666666,184551011801429.34,797296976554.6666
2751,question_22_aime_Qwen3-0.6B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.07211077995596747,121.66666666666667,417.6666666666667,148791336300202.66,658316019370.6666
2752,question_22_aime_Qwen3-0.6B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.06336277689574163,169.66666666666666,890.0,161161546078037.34,709198681600.0
2753,question_22_aime_Qwen3-0.6B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.09905003477874592,132.33333333333334,751.3333333333334,138361908992000.0,632690910378.6666
2754,question_22_aime_Qwen3-0.6B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.05855209908957778,151.0,396.3333333333333,120035216323584.0,595945862656.0
2755,question_22_aime_Qwen3-0.6B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.07320082449119363,205.0,709.6666666666666,134316455110485.33,658095538688.0
2756,question_22_aime_Qwen3-0.6B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.1545342252268612,196.33333333333334,659.6666666666666,131377410320896.0,651817802069.3334
2757,question_22_aime_Qwen3-0.6B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.08771094557930405,163.0,482.3333333333333,116568137953962.67,605633347413.3334
2758,question_22_aime_Qwen3-0.6B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.02915078581514635,155.66666666666666,292.6666666666667,121925656732501.33,672741683370.6666
2759,question_22_aime_Qwen3-0.6B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.05410376475864485,171.66666666666666,227.0,93506751460352.0,493411871232.0
2760,question_22_aime_Qwen3-0.6B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.09127730387829253,222.33333333333334,222.33333333333334,67275516390570.664,370333594624.0
2761,question_23_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.5,940.6666666666666,2171.3333333333335,2.371179217129506e+16,141214193049941.34
2762,question_23_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.5,535.6666666666666,1214.3333333333333,1.7946060095320406e+16,107186423129941.33
2763,question_23_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.5,494.6666666666667,494.6666666666667,1.6478558855544832e+16,98472842074965.33
2764,question_23_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.5,682.6666666666666,1501.6666666666667,2.225133607332096e+16,133309340489557.33
2765,question_23_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.5,865.3333333333334,2009.0,2.427816412970701e+16,146508590387029.34
2766,question_23_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.5,853.6666666666666,1524.0,2.145954656416051e+16,128994124819456.0
2767,question_23_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.5,860.6666666666666,2005.3333333333333,2.6771665554394452e+16,162676555718314.66
2768,question_23_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.5,685.0,1371.3333333333333,1.7969891420150784e+16,108770675360597.33
2769,question_23_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.5,688.3333333333334,1635.6666666666667,2.0520954260237996e+16,125052189593088.0
2770,question_23_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.5,622.0,874.0,1.8414355197362348e+16,112628758618453.33
2771,question_23_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.5,634.6666666666666,823.3333333333334,1.6840803568815786e+16,102992620086784.0
2772,question_23_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.5,948.0,1853.3333333333333,2.2850355309278892e+16,140505167498240.0
2773,question_23_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.5,744.0,1530.3333333333333,2.5200798764193452e+16,155634705021269.34
2774,question_23_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.5,598.6666666666666,598.6666666666666,1.3955856760741206e+16,86405284542976.0
2775,question_23_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.5,842.0,1196.0,1.8882952132834476e+16,117182473008128.0
2776,question_23_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.5,976.6666666666666,1884.3333333333333,2.4187728569232384e+16,150250421332821.34
2777,question_23_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.5,890.6666666666666,1239.0,2.009348072984542e+16,125641088564906.67
2778,question_23_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.5,837.3333333333334,837.3333333333334,1.4479426946369194e+16,90705259968682.67
2779,question_23_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.5,1000.3333333333334,1000.3333333333334,1.696891983045632e+16,106913274684586.67
2780,question_23_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.5,1125.0,1125.0,1.175595228178705e+16,74275141067093.33
2781,question_23_aime_Qwen3-14B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.5,752.6666666666666,1022.0,1.210436915715567e+16,74263127758933.33
2782,question_23_aime_Qwen3-14B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.0,0.0,0.0,4077192717732437.5,24826851947690.668
2783,question_23_aime_Qwen3-14B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.5,620.0,1854.0,7066491364488192.0,40695496278101.336
2784,question_23_aime_Qwen3-14B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.5,486.0,1281.3333333333333,1.049814043432687e+16,61704136887722.664
2785,question_23_aime_Qwen3-14B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.5,700.0,2716.3333333333335,9697404073311062.0,56184225295616.0
2786,question_23_aime_Qwen3-14B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.5,565.3333333333334,989.6666666666666,9741379281938006.0,59278161103957.336
2787,question_23_aime_Qwen3-14B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.5,714.0,1987.6666666666667,8459069214202283.0,49615323360768.0
2788,question_23_aime_Qwen3-14B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.3333333333333333,440.6666666666667,824.6666666666666,6350974200772693.0,37710626411861.336
2789,question_23_aime_Qwen3-14B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.5,763.6666666666666,1368.3333333333333,1.0220000470273366e+16,62335312010496.0
2790,question_23_aime_Qwen3-14B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.5,832.0,1077.6666666666667,1.194443981733632e+16,74458822150400.0
2791,question_23_aime_Qwen3-14B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.5,752.6666666666666,857.6666666666666,1.1579281431947862e+16,72502492405589.33
2792,question_23_aime_Qwen3-14B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.5,727.6666666666666,1244.3333333333333,1.032841506787985e+16,62235300905301.336
2793,question_23_aime_Qwen3-14B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.5,736.0,1323.3333333333333,8219278677303381.0,49767373941333.336
2794,question_23_aime_Qwen3-14B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.5,441.0,932.3333333333334,6675995427037440.0,40875363836501.336
2795,question_23_aime_Qwen3-14B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.5,568.3333333333334,1770.3333333333333,6088307451648427.0,37336096971093.336
2796,question_23_aime_Qwen3-14B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.5,1014.0,2346.6666666666665,7779658486826240.0,47780134428586.664
2797,question_23_aime_Qwen3-14B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.5,679.3333333333334,961.3333333333334,6099226462233856.0,37756568203690.664
2798,question_23_aime_Qwen3-14B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.5,870.6666666666666,1086.6666666666667,7155218379697323.0,44378165168298.664
2799,question_23_aime_Qwen3-14B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.5,885.0,1187.6666666666667,8478577665375403.0,53513104638890.664
2800,question_23_aime_Qwen3-14B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.5,1094.0,1094.0,5242002900288597.0,32878268049834.668
2801,question_23_aime_Qwen3-8B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.5,589.3333333333334,2749.0,7833798286970795.0,42890256840789.336
2802,question_23_aime_Qwen3-8B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.5,638.6666666666666,3361.6666666666665,7592369840068181.0,41732991862442.664
2803,question_23_aime_Qwen3-8B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.5,599.0,2596.3333333333335,8274500641745920.0,45895375266730.664
2804,question_23_aime_Qwen3-8B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.5,674.0,4205.666666666667,8308727833019136.0,46123808095658.664
2805,question_23_aime_Qwen3-8B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.5,530.0,3260.6666666666665,7285773416962219.0,40623647168597.336
2806,question_23_aime_Qwen3-8B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.5,477.6666666666667,1258.6666666666667,6681773772723883.0,37740158166698.664
2807,question_23_aime_Qwen3-8B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.5,822.3333333333334,2788.0,7435883251890005.0,41839989787989.336
2808,question_23_aime_Qwen3-8B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.5,697.0,2487.3333333333335,6752739469114624.0,38260370241024.0
2809,question_23_aime_Qwen3-8B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.5,711.0,2062.3333333333335,7211497495317333.0,41550719336960.0
2810,question_23_aime_Qwen3-8B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.5,800.6666666666666,1732.6666666666667,6353847343245653.0,36455839240618.664
2811,question_23_aime_Qwen3-8B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.5,587.3333333333334,1525.0,6360573661601280.0,37010740665344.0
2812,question_23_aime_Qwen3-8B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.5,662.3333333333334,1807.6666666666667,6074704232971093.0,35622116906325.336
2813,question_23_aime_Qwen3-8B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.5,702.6666666666666,2381.0,7703133082524587.0,45415677261653.336
2814,question_23_aime_Qwen3-8B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.5,705.3333333333334,916.3333333333334,5861046760389632.0,34813222870272.0
2815,question_23_aime_Qwen3-8B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.5,719.3333333333334,1453.6666666666667,6594923743528192.0,39387252465066.664
2816,question_23_aime_Qwen3-8B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.5,676.3333333333334,1433.3333333333333,6622957097890048.0,39898205918805.336
2817,question_23_aime_Qwen3-8B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.5,699.0,1169.6666666666667,4462945361105066.5,27112766931626.668
2818,question_23_aime_Qwen3-8B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.5,784.0,1373.6666666666667,4425060510309034.5,26707096946773.332
2819,question_23_aime_Qwen3-8B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.5,780.3333333333334,780.3333333333334,3887582338110976.0,23786036615424.0
2820,question_23_aime_Qwen3-8B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.5,1548.6666666666667,1548.6666666666667,4193331573400064.0,25785783465984.0
2821,question_23_aime_Qwen3-4B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.5,650.0,3242.6666666666665,3858217088032256.0,18595477990912.0
2822,question_23_aime_Qwen3-4B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.5,473.6666666666667,1866.0,3063627445488981.5,14786091888128.0
2823,question_23_aime_Qwen3-4B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.5,558.0,2925.3333333333335,3862800713504938.5,19078719219370.668
2824,question_23_aime_Qwen3-4B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.5,569.0,1238.6666666666667,3236088569273514.5,16301485145770.666
2825,question_23_aime_Qwen3-4B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.5,429.6666666666667,1938.3333333333333,3144892829626538.5,15783690317482.666
2826,question_23_aime_Qwen3-4B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.5,486.6666666666667,1679.3333333333333,3478836525240149.5,17782623718741.332
2827,question_23_aime_Qwen3-4B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.5,446.3333333333333,2413.0,3197703512703146.5,16346195840000.0
2828,question_23_aime_Qwen3-4B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.5,420.6666666666667,1074.6666666666667,2937416884620800.0,15123486137002.666
2829,question_23_aime_Qwen3-4B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.5,723.0,1903.6666666666667,3549903407725397.5,18345986194261.332
2830,question_23_aime_Qwen3-4B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.5,625.0,1875.3333333333333,3052619624139264.0,15924508990634.666
2831,question_23_aime_Qwen3-4B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.5,427.3333333333333,615.0,2515515444037632.0,13538317318485.334
2832,question_23_aime_Qwen3-4B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.5,567.3333333333334,1486.6666666666667,2487064202300586.5,13466435789141.334
2833,question_23_aime_Qwen3-4B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.5,563.3333333333334,1465.3333333333333,2504542500097706.5,13750950191616.0
2834,question_23_aime_Qwen3-4B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.5,540.3333333333334,998.3333333333334,2427654790455978.5,13504466129237.334
2835,question_23_aime_Qwen3-4B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.5,513.6666666666666,1687.0,2233333890813440.0,12441586240682.666
2836,question_23_aime_Qwen3-4B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.5,493.3333333333333,990.0,1880839676844032.0,10708957148842.666
2837,question_23_aime_Qwen3-4B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.5,1031.0,2277.0,2916894370575872.0,16489895132672.0
2838,question_23_aime_Qwen3-4B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.5,601.3333333333334,850.3333333333334,1942097257903104.0,11456712809642.666
2839,question_23_aime_Qwen3-4B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.5,1173.0,2308.0,2742739384556885.5,16055778163882.666
2840,question_23_aime_Qwen3-4B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.5,1028.0,1028.0,1413205131311445.2,8503498958848.0
2841,question_23_aime_Qwen3-1.7B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.5,119.0,725.0,368310654123178.7,1833972281941.3333
2842,question_23_aime_Qwen3-1.7B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.5,97.33333333333333,626.3333333333334,440073003888896.0,2267434793642.6665
2843,question_23_aime_Qwen3-1.7B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.5,96.66666666666667,623.6666666666666,411715564817834.7,2061421264298.6667
2844,question_23_aime_Qwen3-1.7B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.5,107.33333333333333,716.0,398759650953813.3,2069273013845.3333
2845,question_23_aime_Qwen3-1.7B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.5,109.33333333333333,610.3333333333334,385872604272810.7,2005650995114.6667
2846,question_23_aime_Qwen3-1.7B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.5,109.33333333333333,325.3333333333333,369324211002282.7,1965169263530.6667
2847,question_23_aime_Qwen3-1.7B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.5,107.0,487.6666666666667,349039958072064.0,1879209346560.0
2848,question_23_aime_Qwen3-1.7B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.5,111.33333333333333,484.3333333333333,345195866957909.3,1841107168170.6667
2849,question_23_aime_Qwen3-1.7B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.5,132.33333333333334,397.6666666666667,338891322674090.7,1824606243413.3333
2850,question_23_aime_Qwen3-1.7B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.5,136.33333333333334,512.6666666666666,384223499347968.0,2098741182122.6667
2851,question_23_aime_Qwen3-1.7B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.5,135.66666666666666,325.3333333333333,313114412952320.0,1745902662485.3333
2852,question_23_aime_Qwen3-1.7B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.5,189.33333333333334,376.6666666666667,404158394561450.7,2215587543381.3335
2853,question_23_aime_Qwen3-1.7B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.5,137.33333333333334,436.6666666666667,297356764096597.3,1682238307754.6667
2854,question_23_aime_Qwen3-1.7B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.5,185.66666666666666,520.6666666666666,356206526716245.3,2006812915968.0
2855,question_23_aime_Qwen3-1.7B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.5,115.33333333333333,248.0,225275146166784.0,1275044299946.6667
2856,question_23_aime_Qwen3-1.7B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.5,114.66666666666667,254.0,360407513686528.0,2065704153856.0
2857,question_23_aime_Qwen3-1.7B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.5,165.66666666666666,232.0,315012622546346.7,1824552466090.6667
2858,question_23_aime_Qwen3-1.7B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.5,112.66666666666667,224.66666666666666,218387181515776.0,1302279772416.0
2859,question_23_aime_Qwen3-1.7B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.5,164.33333333333334,261.3333333333333,266163052064000.0,1605662110976.0
2860,question_23_aime_Qwen3-1.7B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.5,408.6666666666667,408.6666666666667,291684308088917.3,1739007990869.3333
2861,question_23_aime_Qwen3-0.6B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.5,266.6666666666667,2295.0,419275325456384.0,1514151849984.0
2862,question_23_aime_Qwen3-0.6B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.5,237.0,1534.0,355963770130773.3,1306419391488.0
2863,question_23_aime_Qwen3-0.6B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.5,199.66666666666666,1356.6666666666667,310841098982570.7,1082932762965.3334
2864,question_23_aime_Qwen3-0.6B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.5,289.0,1815.3333333333333,377039280959658.7,1426681761109.3333
2865,question_23_aime_Qwen3-0.6B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.5,194.66666666666666,1519.0,341300844302336.0,1349394254848.0
2866,question_23_aime_Qwen3-0.6B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.5,227.0,1219.6666666666667,303354571061589.3,1158676855125.3333
2867,question_23_aime_Qwen3-0.6B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.5,214.0,980.3333333333334,283985206687573.3,1109404623189.3333
2868,question_23_aime_Qwen3-0.6B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.5,262.3333333333333,1067.3333333333333,276701530324992.0,1088736114346.6666
2869,question_23_aime_Qwen3-0.6B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.5,321.3333333333333,1135.0,272112434686122.66,1111727378090.6667
2870,question_23_aime_Qwen3-0.6B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.5,256.6666666666667,973.0,268082403853141.34,1157173482496.0
2871,question_23_aime_Qwen3-0.6B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.5,271.6666666666667,1170.6666666666667,285100196941482.7,1223956458325.3333
2872,question_23_aime_Qwen3-0.6B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.5,251.0,936.0,241718442959872.0,1035748818261.3334
2873,question_23_aime_Qwen3-0.6B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.5,262.3333333333333,633.6666666666666,234859392529920.0,1048202429098.6666
